invoice_id,extracted_due_date_raw,extracted_due_date,extracted_payment_term_raw,extracted_payment_term,extracted_vendor_id,extracted_invoice_amount_raw,extracted_invoice_amount,extracted_invoice_date_raw,extracted_invoice_date,extracted_po_number,extracted_currency,extracted_contract_reference,ground_truth_due_date,ground_truth_payment_term,ground_truth_vendor_id,ground_truth_invoice_amount,ground_truth_invoice_date,ground_truth_po_number,ground_truth_currency,ground_truth_contract_reference
INV00000336,2025-06-04,2025-06-04,60,60.0,V00411,4446.25,4446.25,2025-03-31,2025-03-31,PO0000781,USD,CT000411,2025-06-04,60,V00411,4446.25,2025-03-31,PO0000781,USD,CT000411
INV00000337,,,60,60.0,V00127,11533.35,11533.35,2026-03-30,2026-03-30,PO0001236,MXN,CT000127,2026-06-03,60,V00127,11533.35,2026-03-30,PO0001236,MXN,CT000127
INV00000338,2025-11-15,2025-11-15,30,30.0,V00103,"8,838.24",8838.24,2025-10-13,2025-10-13,PO0001241,IDR,CT000103,2025-11-15,30,V00103,8838.24,2025-10-13,PO0001241,IDR,CT000103
INV00000339,2025-04-18,2025-04-18,60,60.0,V00380,"378,995.84",378995.84,2025-02-16,2025-02-16,PO0000432,GBP,CT000380,2025-04-18,60,V00380,378995.84,2025-02-16,PO0000432,GBP,CT000380
INV00000340,2025-12-13,2025-12-13,45,45.0,V00140,7886.43,7886.43,2025-10-26,2025-10-26,PO0000133,GBP,CT000140,2025-12-13,45,V00140,7886.43,2025-10-26,PO0000133,GBP,CT000140
INV00000341,07/11/2025,2025-11-07,30,30.0,V00091,"12,762.47",12762.47,2025-10-06,2025-10-06,PO0000447,GBP,CT000091,2025-11-07,30,V00091,12762.47,2025-10-06,PO0000447,GBP,CT000091
INV00000342,2025-07-13,2025-07-13,30,30.0,V00346,39269.90,39269.9,2025-06-13,2025-06-13,PO0000082,ZAR,CT000346,2025-07-13,30,V00346,39269.9,2025-06-13,PO0000082,ZAR,CT000346
INV00000343,2026-01-27,2026-01-27,30,30.0,V00342,28578.49,28578.49,2025-12-25,2025-12-25,PO0000891,IDR,CT000342,2026-01-27,30,V00342,28578.49,2025-12-25,PO0000891,IDR,CT000342
INV00000344,2026-04-07,2026-04-07,90,90.0,V00027,6340.82,6340.82,2026-01-01,2026-01-01,PO0000946,INR,CT000027,2026-04-07,90,V00027,6340.82,2026-01-01,PO0000946,INR,CT000027
INV00000345,2026-02-26,2026-02-26,60,60.0,V00360,42807.69,42807.69,2025-12-24,2025-12-24,PO0000588,IDR,CT000360,2026-02-26,60,V00360,42807.69,2025-12-24,PO0000588,IDR,CT000360
INV00000346,,,30,30.0,V00282,2495.54,2495.54,2025-10-18,2025-10-18,PO0000849,USD,CT000282,2025-11-18,30,V00282,2495.54,2025-10-18,PO0000849,USD,CT000282
INV00000347,2025-09-25,2025-09-25,60,60.0,V00118,14361.35,14361.35,2025-07-21,2025-07-21,PO0001103,MXN,CT000118,2025-09-25,60,V00118,14361.35,2025-07-21,PO0001103,MXN,CT000118
INV00000348,2025-06-05,2025-06-05,60,60.0,V00225,2349.39,2349.39,2025-04-05,2025-04-05,PO0000437,BRL,CT000225,2025-06-05,60,V00225,2349.39,2025-04-05,PO0000437,BRL,CT000225
INV00000349,,,60,60.0,V00101,"9,749.40",9749.4,21/01/2025,2025-01-21,PO0000646,,CT000101,2025-03-26,60,V00101,9749.4,2025-01-21,PO0000646,GBP,CT000101
INV00000350,2026-04-27,2026-04-27,60,60.0,V00071,12069.37,12069.37,2026-02-22,2026-02-22,PO0000493,,CT000071,2026-04-27,60,V00071,12069.37,2026-02-22,PO0000493,IDR,CT000071
INV00000351,2026-02-22,2026-02-22,30,30.0,V00056,8699.47,8699.47,18/01/2026,2026-01-18,PO0000190,USD,CT000056,2026-02-22,30,V00056,8699.47,2026-01-18,PO0000190,USD,CT000056
INV00000352,2025-05-23,2025-05-23,45,45.0,V00070,9650.58,9650.58,2025-04-02,2025-04-02,PO0001230,INR,CT000070,2025-05-23,45,V00070,9650.58,2025-04-02,PO0001230,INR,CT000070
INV00000353,2026-02-02,2026-02-02,30,30.0,V00245,45239.54,45239.54,2026-01-01,2026-01-01,PO0001244,ZAR,CT000245,2026-02-02,30,V00245,45239.54,2026-01-01,PO0001244,ZAR,CT000245
INV00000354,,,60,60.0,V00341,160039.68,160039.68,2025-01-22,2025-01-22,PO0000369,MXN,CT000341,2025-03-29,60,V00341,160039.68,2025-01-22,PO0000369,MXN,CT000341
INV00000355,2025-06-07,2025-06-07,45,45.0,V00073,23301.49,23301.49,2025-04-19,2025-04-19,PO0000773,USD,CT000073,2025-06-07,45,V00073,23301.49,2025-04-19,PO0000773,USD,CT000073
INV00000356,2025-04-11,2025-04-11,30,30.0,V00007,6614.07,6614.07,2025-03-10,2025-03-10,PO0001242,BRL,CT000007,2025-04-11,30,V00007,6614.07,2025-03-10,PO0001242,BRL,CT000007
INV00000357,2025-07-19,2025-07-19,45,45.0,V00181,17453.25,17453.25,2025-06-04,2025-06-04,PO0000509,IDR,CT000181,2025-07-19,45,V00181,17453.25,2025-06-04,PO0000509,IDR,CT000181
INV00000358,2025-06-29,2025-06-29,30,30.0,V00314,"11,248.81",11248.81,26/05/2025,2025-05-26,PO0000673,BRL,CT000314,2025-06-29,30,V00314,11248.81,2025-05-26,PO0000673,BRL,CT000314
INV00000359,2025-09-24,2025-09-24,30,30.0,V00351,41517.18,41517.18,2025-08-22,2025-08-22,PO0000211,GBP,CT000351,2025-09-24,30,V00351,41517.18,2025-08-22,PO0000211,GBP,CT000351
INV00000360,2025-08-30,2025-08-30,30,30.0,V00308,22076.18,22076.18,2025-07-28,2025-07-28,PO0000303,IDR,CT000308,2025-08-30,30,V00308,22076.18,2025-07-28,PO0000303,IDR,CT000308
INV00000361,2025-05-27,2025-05-27,90,90.0,V00156,3112.92,3112.92,2025-02-21,2025-02-21,PO0000534,INR,CT000156,2025-05-27,90,V00156,3112.92,2025-02-21,PO0000534,INR,CT000156
INV00000362,2025-04-14,2025-04-14,30,30.0,V00273,51680.32,51680.32,10/03/2025,2025-03-10,PO0000821,ZAR,CT000273,2025-04-14,30,V00273,51680.32,2025-03-10,PO0000821,ZAR,CT000273
INV00000363,2026-02-09,2026-02-09,30,30.0,V00029,45034.43,45034.43,2026-01-09,2026-01-09,PO0000620,MXN,CT000029,2026-02-09,30,V00029,45034.43,2026-01-09,PO0000620,MXN,CT000029
INV00000364,24/10/2025,2025-10-24,45,45.0,V00172,78415.75,78415.75,2025-09-07,2025-09-07,PO0000934,ZAR,CT000172,2025-10-24,45,V00172,78415.75,2025-09-07,PO0000934,ZAR,CT000172
INV00000365,2026-05-02,2026-05-02,60,60.0,V00226,9487.56,9487.56,2026-02-24,2026-02-24,PO0000199,INR,CT000226,2026-05-02,60,V00226,9487.56,2026-02-24,PO0000199,INR,CT000226
INV00000366,2025-05-04,2025-05-04,60,60.0,V00012,22382.23,22382.23,2025-03-01,2025-03-01,PO0000150,IDR,CT000012,2025-05-04,60,V00012,22382.23,2025-03-01,PO0000150,IDR,CT000012
INV00000367,2025-06-23,2025-06-23,30,30.0,V00007,4703.13,4703.13,2025-05-21,2025-05-21,PO0001242,EUR,CT000007,2025-06-23,30,V00007,4703.13,2025-05-21,PO0001242,EUR,CT000007
INV00000368,,,30,30.0,V00337,15462.81,15462.81,2025-03-13,2025-03-13,PO0000175,MXN,CT000337,2025-04-19,30,V00337,15462.81,2025-03-13,PO0000175,MXN,CT000337
INV00000369,2026-05-01,2026-05-01,60,60.0,V00093,24756.28,24756.28,2026-02-25,2026-02-25,PO0000081,MXN,CT000093,2026-05-01,60,V00093,24756.28,2026-02-25,PO0000081,MXN,CT000093
INV00000370,2025-04-19,2025-04-19,30,30.0,V00053,8367.76,8367.76,2025-03-14,2025-03-14,PO0001235,MXN,CT000053,2025-04-19,30,V00053,8367.76,2025-03-14,PO0001235,MXN,CT000053
INV00000371,,,30,30.0,V00249,"23,375.81",23375.81,2025-12-31,2025-12-31,PO0000866,USD,CT000249,2026-02-02,30,V00249,23375.81,2025-12-31,PO0000866,USD,CT000249
INV00000372,2025-05-29,2025-05-29,60,60.0,V00118,"19,465.52",19465.52,29/03/2025,2025-03-29,PO0000332,INR,CT000118,2025-05-29,60,V00118,19465.52,2025-03-29,PO0000332,INR,CT000118
INV00000373,2026-01-02,2026-01-02,30,30.0,V00412,"10,174.82",10174.82,2025-11-28,2025-11-28,PO0000217,GBP,CT000412,2026-01-02,30,V00412,10174.82,2025-11-28,PO0000217,GBP,CT000412
INV00000374,2025-09-16,2025-09-16,45,45.0,V00398,70780.94,70780.94,2025-07-27,2025-07-27,PO0001078,ZAR,CT000398,2025-09-16,45,V00398,70780.94,2025-07-27,PO0001078,ZAR,CT000398
INV00000375,2026-04-20,2026-04-20,30,30.0,V00347,12757.00,12757.0,2026-03-17,2026-03-17,PO0001212,BRL,CT000347,2026-04-20,30,V00347,12757.0,2026-03-17,PO0001212,BRL,CT000347
INV00000376,05/04/2025,2025-04-05,60,60.0,V00127,18760.17,18760.17,2025-02-01,2025-02-01,PO0001236,BRL,CT000127,2025-04-05,60,V00127,18760.17,2025-02-01,PO0001236,BRL,CT000127
INV00000377,2025-06-27,2025-06-27,30,30.0,V00368,3497.32,3497.32,2025-05-28,2025-05-28,PO0000759,INR,CT000368,2025-06-27,30,V00368,3497.32,2025-05-28,PO0000759,INR,CT000368
INV00000378,2026-02-25,2026-02-25,90,90.0,V00108,28145.72,28145.72,2025-11-26,2025-11-26,PO0000496,USD,CT000108,2026-02-25,90,V00108,28145.72,2025-11-26,PO0000496,USD,CT000108
INV00000379,2026-04-29,2026-04-29,60,60.0,V00101,9889.82,9889.82,21/02/2026,2026-02-21,PO0001107,BRL,CT000101,2026-04-29,60,V00101,9889.82,2026-02-21,PO0001107,BRL,CT000101
INV00000380,2025-11-03,2025-11-03,60,60.0,V00409,44581.38,44581.38,2025-09-03,2025-09-03,PO0000360,BRL,CT000409,2025-11-03,60,V00409,44581.38,2025-09-03,PO0000360,BRL,CT000409
INV00000381,2025-04-20,2025-04-20,60,60.0,V00284,4118.71,4118.71,2025-02-14,2025-02-14,PO0001184,INR,CT000284,2025-04-20,60,V00284,4118.71,2025-02-14,PO0001184,INR,CT000284
INV00000382,2026-01-17,2026-01-17,90,90.0,V00037,25648.28,25648.28,2025-10-14,2025-10-14,PO0000571,IDR,CT000037,2026-01-17,90,V00037,25648.28,2025-10-14,PO0000571,IDR,CT000037
INV00000383,2025-09-08,2025-09-08,30,30.0,V00373,"1,650.51",1650.51,2025-08-06,2025-08-06,PO0000123,INR,CT000373,2025-09-08,30,V00373,1650.51,2025-08-06,PO0000123,INR,CT000373
INV00000384,2026-01-25,2026-01-25,30,30.0,V00337,31152.87,31152.87,2025-12-19,2025-12-19,PO0000175,IDR,CT000337,2026-01-25,30,V00337,31152.87,2025-12-19,PO0000175,IDR,CT000337
INV00000385,2025-11-13,2025-11-13,60,60.0,V00018,"13,581.41",13581.41,2025-09-09,2025-09-09,PO0000628,GBP,CT000018,2025-11-13,60,V00018,13581.41,2025-09-09,PO0000628,GBP,CT000018
INV00000386,2026-03-22,2026-03-22,30,30.0,V00185,"24,817.92",24817.92,2026-02-13,2026-02-13,PO0001133,MXN,CT000185,2026-03-22,30,V00185,24817.92,2026-02-13,PO0001133,MXN,CT000185
INV00000387,2025-04-28,2025-04-28,60,60.0,V00008,8689.14,8689.14,25/02/2025,2025-02-25,PO0001205,ZAR,CT000008,2025-04-28,60,V00008,8689.14,2025-02-25,PO0001205,ZAR,CT000008
INV00000388,2025-11-15,2025-11-15,30,30.0,V00331,6022.37,6022.37,2025-10-11,2025-10-11,PO0001025,INR,CT000331,2025-11-15,30,V00331,6022.37,2025-10-11,PO0001025,INR,CT000331
INV00000389,2026-01-22,2026-01-22,45,45.0,V00289,"10,339.96",10339.96,2025-12-02,2025-12-02,PO0000249,USD,CT000289,2026-01-22,45,V00289,10339.96,2025-12-02,PO0000249,USD,CT000289
INV00000390,2025-08-10,2025-08-10,30,30.0,V00372,19962.54,19962.54,2025-07-04,2025-07-04,PO0000525,IDR,CT000372,2025-08-10,30,V00372,19962.54,2025-07-04,PO0000525,IDR,CT000372
INV00000391,2025-09-22,2025-09-22,45,45.0,V00257,29893.59,29893.59,,,PO0000772,ZAR,CT000257,2025-09-22,45,V00257,29893.59,2025-08-05,PO0000772,ZAR,CT000257
INV00000392,2025-12-15,2025-12-15,30,30.0,V00318,22449.77,22449.77,2025-11-13,2025-11-13,PO0000568,IDR,CT000318,2025-12-15,30,V00318,22449.77,2025-11-13,PO0000568,IDR,CT000318
INV00000393,2025-10-01,2025-10-01,60,60.0,V00178,6102.18,6102.18,2025-07-27,2025-07-27,PO0000406,GBP,CT000178,2025-10-01,60,V00178,6102.18,2025-07-27,PO0000406,GBP,CT000178
INV00000394,2025-08-02,2025-08-02,30,30.0,V00410,112371.25,112371.25,2025-06-28,2025-06-28,PO0000973,BRL,CT000410,2025-08-02,30,V00410,112371.25,2025-06-28,PO0000973,BRL,CT000410
INV00000395,2025-10-24,2025-10-24,30,30.0,V00236,23143.17,23143.17,2025-09-22,2025-09-22,PO0000327,GBP,CT000236,2025-10-24,30,V00236,23143.17,2025-09-22,PO0000327,GBP,CT000236
INV00000396,2026-03-04,2026-03-04,60,60.0,V00008,64559.95,64559.95,2026-01-01,2026-01-01,PO0001205,MXN,CT000008,2026-03-04,60,V00008,64559.95,2026-01-01,PO0001205,MXN,CT000008
INV00000397,2025-05-08,2025-05-08,60,60.0,V00146,25474.45,25474.45,2025-03-03,2025-03-03,PO0000438,IDR,CT000146,2025-05-08,60,V00146,25474.45,2025-03-03,PO0000438,IDR,CT000146
INV00000398,2026-03-08,2026-03-08,30,30.0,V00261,"21,349.56",21349.56,2026-02-02,2026-02-02,PO0000846,IDR,CT000261,2026-03-08,30,V00261,21349.56,2026-02-02,PO0000846,IDR,CT000261
INV00000399,08/06/2025,2025-06-08,60,60.0,V00047,13573.85,13573.85,02/04/2025,2025-04-02,PO0000519,INR,CT000047,2025-06-08,60,V00047,13573.85,2025-04-02,PO0000519,INR,CT000047
INV00000400,2025-03-21,2025-03-21,30,30.0,V00049,11998.92,11998.92,2025-02-14,2025-02-14,PO0000953,EUR,CT000049,2025-03-21,30,V00049,11998.92,2025-02-14,PO0000953,EUR,CT000049
INV00000401,2025-05-30,2025-05-30,60,60.0,,537747.29,537747.29,2025-03-24,2025-03-24,PO0000859,BRL,CT000166,2025-05-30,60,V00166,537747.29,2025-03-24,PO0000859,BRL,CT000166
INV00000402,2025-04-07,2025-04-07,60,60.0,V00383,100131.54,100131.54,2025-02-04,2025-02-04,PO0000704,GBP,CT000383,2025-04-07,60,V00383,100131.54,2025-02-04,PO0000704,GBP,CT000383
INV00000403,2026-04-15,2026-04-15,30,30.0,V00136,1924.07,1924.07,10/03/2026,2026-03-10,PO0000750,ZAR,CT000136,2026-04-15,30,V00136,1924.07,2026-03-10,PO0000750,ZAR,CT000136
INV00000404,2025-08-12,2025-08-12,90,90.0,V00393,"59,400.76",59400.76,2025-05-13,2025-05-13,PO0000598,USD,CT000393,2025-08-12,90,V00393,59400.76,2025-05-13,PO0000598,USD,CT000393
INV00000405,2026-03-23,2026-03-23,90,90.0,V00338,16662.67,16662.67,2025-12-18,2025-12-18,PO0001112,MXN,CT000338,2026-03-23,90,V00338,16662.67,2025-12-18,PO0001112,MXN,CT000338
INV00000406,27/04/2025,2025-04-27,30,30.0,V00128,20921.34,20921.34,2025-03-25,2025-03-25,PO0001043,MXN,CT000128,2025-04-27,30,V00128,20921.34,2025-03-25,PO0001043,MXN,CT000128
INV00000407,2025-12-01,2025-12-01,90,90.0,V00098,67455.57,67455.57,2025-08-29,2025-08-29,PO0001062,BRL,CT000098,2025-12-01,90,V00098,67455.57,2025-08-29,PO0001062,BRL,CT000098
INV00000408,2025-08-18,2025-08-18,30,30.0,V00348,1004.71,1004.71,2025-07-13,2025-07-13,PO0000096,ZAR,CT000348,2025-08-18,30,V00348,1004.71,2025-07-13,PO0000096,ZAR,CT000348
INV00000409,2025-11-27,2025-11-27,30,30.0,V00318,38389.10,38389.1,2025-10-28,2025-10-28,PO0001040,IDR,CT000318,2025-11-27,30,V00318,38389.1,2025-10-28,PO0001040,IDR,CT000318
INV00000410,2026-04-26,2026-04-26,30,30.0,V00022,62731.68,62731.68,2026-03-26,2026-03-26,PO0000188,USD,CT000022,2026-04-26,30,V00022,62731.68,2026-03-26,PO0000188,USD,CT000022
INV00000411,2025-12-26,2025-12-26,60,60.0,V00411,7918.46,7918.46,2025-10-23,2025-10-23,PO0000781,INR,CT000411,2025-12-26,60,V00411,7918.46,2025-10-23,PO0000781,INR,CT000411
INV00000412,2026-01-18,2026-01-18,60,60.0,V00043,"3,775.73",3775.73,2025-11-16,2025-11-16,PO0001052,MXN,CT000043,2026-01-18,60,V00043,3775.73,2025-11-16,PO0001052,MXN,CT000043
INV00000413,2025-06-03,2025-06-03,30,30.0,V00163,"91,301.75",91301.75,2025-04-30,2025-04-30,PO0000368,MXN,CT000163,2025-06-03,30,V00163,91301.75,2025-04-30,PO0000368,MXN,CT000163
INV00000414,2025-04-29,2025-04-29,60,60.0,V00254,2580.63,2580.63,2025-02-25,2025-02-25,PO0000337,EUR,CT000254,2025-04-29,60,V00254,2580.63,2025-02-25,PO0000337,EUR,CT000254
INV00000415,,,30,30.0,V00031,152858.76,152858.76,2025-02-09,2025-02-09,PO0000006,EUR,CT000031,2025-03-11,30,V00031,152858.76,2025-02-09,PO0000006,EUR,CT000031
INV00000416,2025-06-23,2025-06-23,30,30.0,V00410,310861.88,310861.88,2025-05-17,2025-05-17,PO0000973,ZAR,CT000410,2025-06-23,30,V00410,310861.88,2025-05-17,PO0000973,ZAR,CT000410
INV00000417,2025-10-15,2025-10-15,30,30.0,V00241,24746.24,24746.24,10/09/2025,2025-09-10,PO0000098,USD,CT000241,2025-10-15,30,V00241,24746.24,2025-09-10,PO0000098,USD,CT000241
INV00000418,2025-03-18,2025-03-18,45,45.0,V00130,29521.21,29521.21,2025-01-28,2025-01-28,PO0000136,ZAR,CT000130,2025-03-18,45,V00130,29521.21,2025-01-28,PO0000136,ZAR,CT000130
INV00000419,2025-06-30,2025-06-30,60,60.0,V00101,12353.93,12353.93,2025-04-30,2025-04-30,PO0000646,BRL,CT000101,2025-06-30,60,V00101,12353.93,2025-04-30,PO0000646,BRL,CT000101
INV00000420,2025-12-15,2025-12-15,60,60.0,,"26,525.37",26525.37,2025-10-15,2025-10-15,PO0000243,MXN,CT000001,2025-12-15,60,V00001,26525.37,2025-10-15,PO0000243,MXN,CT000001
INV00000421,2026-03-08,2026-03-08,30,30.0,V00249,7755.12,7755.12,2026-02-02,2026-02-02,PO0000358,EUR,CT000249,2026-03-08,30,V00249,7755.12,2026-02-02,PO0000358,EUR,CT000249
INV00000422,26/05/2026,2026-05-26,60,60.0,V00411,8884.90,8884.9,2026-03-27,2026-03-27,PO0000781,GBP,CT000411,2026-05-26,60,V00411,8884.9,2026-03-27,PO0000781,GBP,CT000411
INV00000423,,,30,30.0,V00016,16938.14,16938.14,2025-04-18,2025-04-18,PO0000541,IDR,CT000016,2025-05-21,30,V00016,16938.14,2025-04-18,PO0000541,IDR,CT000016
INV00000424,2025-04-09,2025-04-09,45,45.0,V00174,3239.47,3239.47,2025-02-16,2025-02-16,PO0000692,EUR,CT000174,2025-04-09,45,V00174,3239.47,2025-02-16,PO0000692,EUR,CT000174
INV00000425,2025-11-24,2025-11-24,60,60.0,V00279,,,2025-09-18,2025-09-18,PO0000556,USD,CT000279,2025-11-24,60,V00279,29908.32,2025-09-18,PO0000556,USD,CT000279
INV00000426,,,45,45.0,V00181,1206.19,1206.19,2026-03-03,2026-03-03,PO0000363,BRL,CT000181,2026-04-21,45,V00181,1206.19,2026-03-03,PO0000363,BRL,CT000181
INV00000427,2025-08-11,2025-08-11,,,V00274,23883.81,23883.81,2025-07-11,2025-07-11,PO0000335,USD,CT000274,2025-08-11,30,V00274,23883.81,2025-07-11,PO0000335,USD,CT000274
INV00000428,2026-04-17,2026-04-17,60,60.0,V00021,26362.97,26362.97,2026-02-16,2026-02-16,PO0000384,ZAR,,2026-04-17,60,V00021,26362.97,2026-02-16,PO0000384,ZAR,CT000021
INV00000429,2026-01-05,2026-01-05,30,30.0,V00298,7085.13,7085.13,2025-12-05,2025-12-05,PO0000380,IDR,CT000298,2026-01-05,30,V00298,7085.13,2025-12-05,PO0000380,IDR,CT000298
INV00000430,2026-04-16,2026-04-16,60,60.0,V00254,,,2026-02-13,2026-02-13,PO0000337,IDR,CT000254,2026-04-16,60,V00254,4466.39,2026-02-13,PO0000337,IDR,CT000254
INV00000431,2026-05-12,2026-05-12,60,60.0,V00299,62019.70,62019.7,2026-03-09,2026-03-09,PO0000006,BRL,CT000299,2026-05-12,60,V00299,62019.7,2026-03-09,PO0000006,BRL,CT000299
INV00000432,2025-04-24,2025-04-24,60,60.0,V00127,31941.49,31941.49,2025-02-18,2025-02-18,PO0001236,BRL,CT000127,2025-04-24,60,V00127,31941.49,2025-02-18,PO0001236,BRL,CT000127
INV00000433,2025-08-09,2025-08-09,30,30.0,V00064,23458.40,23458.4,07/07/2025,2025-07-07,PO0000324,ZAR,CT000064,2025-08-09,30,V00064,23458.4,2025-07-07,PO0000324,ZAR,CT000064
INV00000434,2025-02-28,2025-02-28,30,30.0,V00042,5079.10,5079.1,2025-01-23,2025-01-23,PO0000918,USD,CT000042,2025-02-28,30,V00042,5079.1,2025-01-23,PO0000918,USD,CT000042
INV00000435,2025-04-22,2025-04-22,,,,18232.58,18232.58,2025-01-21,2025-01-21,PO0001221,EUR,CT000046,2025-04-22,90,V00046,18232.58,2025-01-21,PO0001221,EUR,CT000046
INV00000436,2025-09-07,2025-09-07,30,30.0,V00348,21483.80,21483.8,2025-08-05,2025-08-05,PO0000096,IDR,CT000348,2025-09-07,30,V00348,21483.8,2025-08-05,PO0000096,IDR,CT000348
INV00000437,2025-12-31,2025-12-31,60,60.0,V00018,20548.61,20548.61,2025-10-28,2025-10-28,PO0000628,USD,CT000018,2025-12-31,60,V00018,20548.61,2025-10-28,PO0000628,USD,CT000018
INV00000438,2026-03-25,2026-03-25,45,45.0,V00204,5791.11,5791.11,2026-02-08,2026-02-08,PO0000960,EUR,CT000204,2026-03-25,45,V00204,5791.11,2026-02-08,PO0000960,EUR,CT000204
INV00000439,2025-04-21,2025-04-21,45,45.0,V00258,19215.79,19215.79,2025-02-28,2025-02-28,PO0000293,,CT000258,2025-04-21,45,V00258,19215.79,2025-02-28,PO0000293,USD,CT000258
INV00000440,22/02/2025,2025-02-22,30,30.0,V00022,42771.71,42771.71,2025-01-16,2025-01-16,PO0000147,USD,CT000022,2025-02-22,30,V00022,42771.71,2025-01-16,PO0000147,USD,CT000022
INV00000441,2025-04-23,2025-04-23,60,60.0,V00028,28675.83,28675.83,2025-02-17,2025-02-17,PO0000197,INR,CT000028,2025-04-23,60,V00028,28675.83,2025-02-17,PO0000197,INR,CT000028
INV00000442,2026-05-02,2026-05-02,60,60.0,V00360,"25,135.94",25135.94,2026-02-26,2026-02-26,PO0000163,IDR,CT000360,2026-05-02,60,V00360,25135.94,2026-02-26,PO0000163,IDR,CT000360
INV00000443,2025-12-29,2025-12-29,60,60.0,V00184,"91,566.13",91566.13,2025-10-29,2025-10-29,PO0000665,USD,CT000184,2025-12-29,60,V00184,91566.13,2025-10-29,PO0000665,USD,CT000184
INV00000444,2025-10-07,2025-10-07,60,60.0,V00008,19461.25,19461.25,2025-08-07,2025-08-07,PO0000894,ZAR,CT000008,2025-10-07,60,V00008,19461.25,2025-08-07,PO0000894,ZAR,CT000008
INV00000445,2025-03-19,2025-03-19,30,30.0,V00056,34382.50,34382.5,2025-02-16,2025-02-16,PO0000239,MXN,CT000056,2025-03-19,30,V00056,34382.5,2025-02-16,PO0000239,MXN,CT000056
INV00000446,2025-09-17,2025-09-17,90,90.0,V00361,65993.96,65993.96,2025-06-18,2025-06-18,PO0000624,IDR,CT000361,2025-09-17,90,V00361,65993.96,2025-06-18,PO0000624,IDR,CT000361
INV00000447,2025-05-03,2025-05-03,60,60.0,V00397,155339.08,155339.08,2025-02-28,2025-02-28,PO0001131,USD,,2025-05-03,60,V00397,155339.08,2025-02-28,PO0001131,USD,CT000397
INV00000448,2025-03-22,2025-03-22,60,60.0,V00316,3606.81,3606.81,2025-01-14,2025-01-14,PO0000088,BRL,CT000316,2025-03-22,60,V00316,3606.81,2025-01-14,PO0000088,BRL,CT000316
INV00000449,,,30,30.0,V00141,11771.87,11771.87,2025-07-19,2025-07-19,PO0000581,ZAR,CT000141,2025-08-23,30,V00141,11771.87,2025-07-19,PO0000581,ZAR,CT000141
INV00000450,2025-10-08,2025-10-08,45,45.0,V00398,26565.86,26565.86,2025-08-17,2025-08-17,PO0001102,EUR,CT000398,2025-10-08,45,V00398,26565.86,2025-08-17,PO0001102,EUR,CT000398
INV00000451,2025-08-31,2025-08-31,30,30.0,V00116,55809.66,55809.66,2025-07-25,2025-07-25,PO0000448,BRL,,2025-08-31,30,V00116,55809.66,2025-07-25,PO0000448,BRL,CT000116
INV00000452,,,30,30.0,V00099,20614.32,20614.32,2026-02-01,2026-02-01,PO0000738,BRL,CT000099,2026-03-08,30,V00099,20614.32,2026-02-01,PO0000738,BRL,CT000099
INV00000453,2026-03-22,2026-03-22,30,30.0,V00322,18106.59,18106.59,2026-02-20,2026-02-20,PO0000304,IDR,CT000322,2026-03-22,30,V00322,18106.59,2026-02-20,PO0000304,IDR,CT000322
INV00000454,2025-04-03,2025-04-03,30,30.0,V00136,15189.38,15189.38,2025-02-25,2025-02-25,PO0000750,ZAR,CT000136,2025-04-03,30,V00136,15189.38,2025-02-25,PO0000750,ZAR,CT000136
INV00000455,2025-07-09,2025-07-09,60,60.0,V00226,16973.03,16973.03,2025-05-06,2025-05-06,PO0000199,EUR,CT000226,2025-07-09,60,V00226,16973.03,2025-05-06,PO0000199,EUR,CT000226
INV00000456,2025-10-04,2025-10-04,45,45.0,V00278,18932.66,18932.66,2025-08-16,2025-08-16,PO0000371,USD,CT000278,2025-10-04,45,V00278,18932.66,2025-08-16,PO0000371,USD,CT000278
INV00000457,2025-08-23,2025-08-23,45,45.0,V00070,97218.58,97218.58,2025-07-02,2025-07-02,PO0001230,USD,CT000070,2025-08-23,45,V00070,97218.58,2025-07-02,PO0001230,USD,CT000070
INV00000458,2025-09-06,2025-09-06,45,45.0,V00389,"70,390.91",70390.91,2025-07-18,2025-07-18,PO0001110,GBP,CT000389,2025-09-06,45,V00389,70390.91,2025-07-18,PO0001110,GBP,CT000389
INV00000459,2026-01-02,2026-01-02,45,45.0,,60246.31,60246.31,2025-11-18,2025-11-18,PO0001230,GBP,CT000070,2026-01-02,45,V00070,60246.31,2025-11-18,PO0001230,GBP,CT000070
INV00000460,,,60,60.0,V00417,154887.39,154887.39,23/03/2025,2025-03-23,PO0000591,ZAR,CT000417,2025-05-28,60,V00417,154887.39,2025-03-23,PO0000591,ZAR,CT000417
INV00000461,2026-04-19,2026-04-19,90,90.0,V00117,16137.47,16137.47,2026-01-12,2026-01-12,PO0000650,BRL,CT000117,2026-04-19,90,V00117,16137.47,2026-01-12,PO0000650,BRL,CT000117
INV00000462,2025-06-01,2025-06-01,30,30.0,V00176,10601.77,10601.77,,,PO0000784,IDR,CT000176,2025-06-01,30,V00176,10601.77,2025-05-01,PO0000784,IDR,CT000176
INV00000463,2025-09-09,2025-09-09,90,90.0,V00107,55771.17,55771.17,2025-06-08,2025-06-08,PO0000998,BRL,CT000107,2025-09-09,90,V00107,55771.17,2025-06-08,PO0000998,BRL,CT000107
