invoice_id,upr_flag,upr_reason,upr_approval_status,upr_requested_by,upr_documented_flag
INV00001273,0,None,Not Applicable,None,0
INV00001274,0,None,Not Applicable,None,0
INV00001275,0,None,Not Applicable,None,0
INV00001276,0,None,Not Applicable,None,0
INV00001277,0,None,Not Applicable,None,0
INV00001278,0,None,Not Applicable,None,0
INV00001279,0,None,Not Applicable,None,0
INV00001280,1,Critical supply continuity,Approved,Procurement,1
INV00001281,0,None,Not Applicable,None,0
INV00001282,1,Urgent production need,Pending,Plant Manager,1
INV00001283,0,None,Not Applicable,None,0
INV00001284,0,None,Not Applicable,None,0
INV00001285,0,None,Not Applicable,None,0
INV00001286,0,None,Not Applicable,None,0
INV00001287,0,None,Not Applicable,None,0
INV00001288,0,None,Not Applicable,None,0
INV00001289,0,None,Not Applicable,None,0
INV00001290,0,None,Not Applicable,None,0
INV00001291,0,None,Not Applicable,None,0
INV00001292,0,None,Not Applicable,None,0
INV00001293,0,None,Not Applicable,None,0
INV00001294,0,None,Not Applicable,None,0
INV00001295,0,None,Not Applicable,None,0
INV00001296,1,Executive exception,Approved,Finance Lead,0
INV00001297,1,Critical supply continuity,Approved,Business Unit,1
INV00001298,0,None,Not Applicable,None,0
INV00001299,0,None,Not Applicable,None,0
INV00001300,0,None,Not Applicable,None,0
INV00001301,1,Critical supply continuity,Approved,Business Unit,1
INV00001302,0,None,Not Applicable,None,0
INV00001303,0,None,Not Applicable,None,0
INV00001304,0,None,Not Applicable,None,0
INV00001305,0,None,Not Applicable,None,0
INV00001306,0,None,Not Applicable,None,0
INV00001307,0,None,Not Applicable,None,0
INV00001308,1,Urgent production need,Approved,Business Unit,1
INV00001309,0,None,Not Applicable,None,0
INV00001310,0,None,Not Applicable,None,0
INV00001311,0,None,Not Applicable,None,0
INV00001312,1,Executive exception,Pending,Business Unit,0
INV00001313,0,None,Not Applicable,None,0
INV00001314,1,Critical supply continuity,Approved,Plant Manager,0
INV00001315,1,Critical supply continuity,Approved,Procurement,1
INV00001316,0,None,Not Applicable,None,0
INV00001317,0,None,Not Applicable,None,0
INV00001318,0,None,Not Applicable,None,0
INV00001319,0,None,Not Applicable,None,0
INV00001320,1,Legal settlement,Pending,Finance Lead,0
INV00001321,0,None,Not Applicable,None,0
INV00001322,0,None,Not Applicable,None,0
INV00001323,0,None,Not Applicable,None,0
INV00001324,0,None,Not Applicable,None,0
INV00001325,0,None,Not Applicable,None,0
INV00001326,0,None,Not Applicable,None,0
INV00001327,1,Port clearance,Approved,Business Unit,1
INV00001328,0,None,Not Applicable,None,0
INV00001329,0,None,Not Applicable,None,0
INV00001330,0,None,Not Applicable,None,0
INV00001331,0,None,Not Applicable,None,0
INV00001332,0,None,Not Applicable,None,0
INV00001333,0,None,Not Applicable,None,0
INV00001334,0,None,Not Applicable,None,0
INV00001335,0,None,Not Applicable,None,0
INV00001336,0,None,Not Applicable,None,0
INV00001337,1,Executive exception,Approved,Procurement,1
INV00001338,0,None,Not Applicable,None,0
INV00001339,0,None,Not Applicable,None,0
INV00001340,0,None,Not Applicable,None,0
INV00001341,0,None,Not Applicable,None,0
INV00001342,0,None,Not Applicable,None,0
INV00001343,0,None,Not Applicable,None,0
INV00001344,1,Urgent production need,Pending,Business Unit,1
INV00001345,1,Critical supply continuity,Approved,Business Unit,1
INV00001346,1,Executive exception,Approved,Procurement,1
INV00001347,0,None,Not Applicable,None,0
INV00001348,1,Port clearance,Approved,Procurement,1
INV00001349,0,None,Not Applicable,None,0
INV00001350,0,None,Not Applicable,None,0
INV00001351,0,None,Not Applicable,None,0
INV00001352,0,None,Not Applicable,None,0
INV00001353,0,None,Not Applicable,None,0
INV00001354,1,Legal settlement,Approved,Procurement,1
INV00001355,0,None,Not Applicable,None,0
INV00001356,0,None,Not Applicable,None,0
INV00001357,0,None,Not Applicable,None,0
INV00001358,1,Executive exception,Approved,Finance Lead,0
INV00001359,0,None,Not Applicable,None,0
INV00001360,1,Urgent production need,Approved,Finance Lead,0
INV00001361,0,None,Not Applicable,None,0
INV00001362,0,None,Not Applicable,None,0
INV00001363,0,None,Not Applicable,None,0
INV00001364,0,None,Not Applicable,None,0
INV00001365,0,None,Not Applicable,None,0
INV00001366,0,None,Not Applicable,None,0
INV00001367,0,None,Not Applicable,None,0
INV00001368,0,None,Not Applicable,None,0
INV00001369,0,None,Not Applicable,None,0
INV00001370,0,None,Not Applicable,None,0
INV00001371,0,None,Not Applicable,None,0
INV00001372,0,None,Not Applicable,None,0
INV00001373,0,None,Not Applicable,None,0
INV00001374,0,None,Not Applicable,None,0
INV00001375,1,Executive exception,Approved,Plant Manager,1
INV00001376,0,None,Not Applicable,None,0
INV00001377,0,None,Not Applicable,None,0
INV00001378,0,None,Not Applicable,None,0
INV00001379,0,None,Not Applicable,None,0
INV00001380,0,None,Not Applicable,None,0
INV00001381,0,None,Not Applicable,None,0
INV00001382,0,None,Not Applicable,None,0
INV00001383,0,None,Not Applicable,None,0
INV00001384,0,None,Not Applicable,None,0
INV00001385,0,None,Not Applicable,None,0
INV00001386,0,None,Not Applicable,None,0
INV00001387,0,None,Not Applicable,None,0
INV00001388,0,None,Not Applicable,None,0
INV00001389,0,None,Not Applicable,None,0
INV00001390,0,None,Not Applicable,None,0
INV00001391,1,Urgent production need,Approved,Business Unit,0
INV00001392,0,None,Not Applicable,None,0
INV00001393,0,None,Not Applicable,None,0
INV00001394,0,None,Not Applicable,None,0
INV00001395,0,None,Not Applicable,None,0
INV00001396,0,None,Not Applicable,None,0
INV00001397,0,None,Not Applicable,None,0
INV00001398,0,None,Not Applicable,None,0
INV00001399,0,None,Not Applicable,None,0
INV00001400,1,Legal settlement,Approved,Plant Manager,1
INV00001401,0,None,Not Applicable,None,0
INV00001402,0,None,Not Applicable,None,0
INV00001403,1,Urgent production need,Approved,Business Unit,1
INV00001404,0,None,Not Applicable,None,0
INV00001405,0,None,Not Applicable,None,0
INV00001406,0,None,Not Applicable,None,0
INV00001407,0,None,Not Applicable,None,0
INV00001408,0,None,Not Applicable,None,0
INV00001409,0,None,Not Applicable,None,0
INV00001410,0,None,Not Applicable,None,0
INV00001411,0,None,Not Applicable,None,0
INV00001412,1,Critical supply continuity,Rejected,Business Unit,1
INV00001413,0,None,Not Applicable,None,0
INV00001414,0,None,Not Applicable,None,0
INV00001415,0,None,Not Applicable,None,0
INV00001416,0,None,Not Applicable,None,0
INV00001417,0,None,Not Applicable,None,0
INV00001418,0,None,Not Applicable,None,0
INV00001419,1,Legal settlement,Approved,Finance Lead,1
INV00001420,0,None,Not Applicable,None,0
INV00001421,0,None,Not Applicable,None,0
INV00001422,0,None,Not Applicable,None,0
INV00001423,0,None,Not Applicable,None,0
INV00001424,0,None,Not Applicable,None,0
INV00001425,0,None,Not Applicable,None,0
INV00001426,0,None,Not Applicable,None,0
INV00001427,0,None,Not Applicable,None,0
INV00001428,0,None,Not Applicable,None,0
INV00001429,0,None,Not Applicable,None,0
INV00001430,0,None,Not Applicable,None,0
INV00001431,0,None,Not Applicable,None,0
INV00001432,0,None,Not Applicable,None,0
INV00001433,0,None,Not Applicable,None,0
INV00001434,0,None,Not Applicable,None,0
INV00001435,0,None,Not Applicable,None,0
INV00001436,0,None,Not Applicable,None,0
INV00001437,1,Port clearance,Approved,Procurement,1
INV00001438,0,None,Not Applicable,None,0
INV00001439,0,None,Not Applicable,None,0
INV00001440,0,None,Not Applicable,None,0
INV00001441,1,Executive exception,Pending,Plant Manager,1
INV00001442,0,None,Not Applicable,None,0
INV00001443,0,None,Not Applicable,None,0
INV00001444,0,None,Not Applicable,None,0
INV00001445,0,None,Not Applicable,None,0
INV00001446,0,None,Not Applicable,None,0
INV00001447,0,None,Not Applicable,None,0
INV00001448,0,None,Not Applicable,None,0
INV00001449,1,Port clearance,Approved,Finance Lead,1
INV00001450,0,None,Not Applicable,None,0
INV00001451,0,None,Not Applicable,None,0
INV00001452,0,None,Not Applicable,None,0
INV00001453,0,None,Not Applicable,None,0
INV00001454,0,None,Not Applicable,None,0
INV00001455,0,None,Not Applicable,None,0
INV00001456,0,None,Not Applicable,None,0
INV00001457,0,None,Not Applicable,None,0
INV00001458,0,None,Not Applicable,None,0
INV00001459,0,None,Not Applicable,None,0
INV00001460,0,None,Not Applicable,None,0
INV00001461,1,Port clearance,Approved,Plant Manager,0
INV00001462,0,None,Not Applicable,None,0
INV00001463,0,None,Not Applicable,None,0
INV00001464,0,None,Not Applicable,None,0
INV00001465,0,None,Not Applicable,None,0
INV00001466,0,None,Not Applicable,None,0
INV00001467,0,None,Not Applicable,None,0
INV00001468,0,None,Not Applicable,None,0
INV00001469,1,Port clearance,Pending,Finance Lead,1
INV00001470,0,None,Not Applicable,None,0
INV00001471,0,None,Not Applicable,None,0
INV00001472,0,None,Not Applicable,None,0
INV00001473,0,None,Not Applicable,None,0
INV00001474,0,None,Not Applicable,None,0
INV00001475,0,None,Not Applicable,None,0
INV00001476,0,None,Not Applicable,None,0
INV00001477,0,None,Not Applicable,None,0
INV00001478,1,Port clearance,Approved,Finance Lead,0
INV00001479,0,None,Not Applicable,None,0
INV00001480,0,None,Not Applicable,None,0
INV00001481,1,Executive exception,Approved,Procurement,1
INV00001482,0,None,Not Applicable,None,0
INV00001483,1,Port clearance,Pending,Finance Lead,1
INV00001484,0,None,Not Applicable,None,0
INV00001485,0,None,Not Applicable,None,0
INV00001486,0,None,Not Applicable,None,0
INV00001487,0,None,Not Applicable,None,0
INV00001488,0,None,Not Applicable,None,0
INV00001489,0,None,Not Applicable,None,0
INV00001490,0,None,Not Applicable,None,0
INV00001491,0,None,Not Applicable,None,0
INV00001492,0,None,Not Applicable,None,0
INV00001493,0,None,Not Applicable,None,0
INV00001494,1,Executive exception,Approved,Procurement,1
INV00001495,0,None,Not Applicable,None,0
INV00001496,0,None,Not Applicable,None,0
INV00001497,0,None,Not Applicable,None,0
INV00001498,0,None,Not Applicable,None,0
INV00001499,0,None,Not Applicable,None,0
INV00001500,0,None,Not Applicable,None,0
INV00001501,1,Critical supply continuity,Approved,Plant Manager,1
INV00001502,0,None,Not Applicable,None,0
INV00001503,0,None,Not Applicable,None,0
INV00001504,0,None,Not Applicable,None,0
INV00001505,0,None,Not Applicable,None,0
INV00001506,0,None,Not Applicable,None,0
INV00001507,0,None,Not Applicable,None,0
INV00001508,0,None,Not Applicable,None,0
INV00001509,0,None,Not Applicable,None,0
INV00001510,0,None,Not Applicable,None,0
INV00001511,0,None,Not Applicable,None,0
INV00001512,0,None,Not Applicable,None,0
INV00001513,0,None,Not Applicable,None,0
INV00001514,0,None,Not Applicable,None,0
INV00001515,0,None,Not Applicable,None,0
INV00001516,0,None,Not Applicable,None,0
INV00001517,0,None,Not Applicable,None,0
INV00001518,0,None,Not Applicable,None,0
INV00001519,0,None,Not Applicable,None,0
INV00001520,0,None,Not Applicable,None,0
INV00001521,0,None,Not Applicable,None,0
INV00001522,0,None,Not Applicable,None,0
INV00001523,0,None,Not Applicable,None,0
INV00001524,0,None,Not Applicable,None,0
INV00001525,0,None,Not Applicable,None,0
INV00001526,0,None,Not Applicable,None,0
INV00001527,0,None,Not Applicable,None,0
INV00001528,1,Legal settlement,Pending,Finance Lead,1
INV00001529,0,None,Not Applicable,None,0
INV00001530,1,Critical supply continuity,Pending,Procurement,1
INV00001531,0,None,Not Applicable,None,0
INV00001532,0,None,Not Applicable,None,0
INV00001533,0,None,Not Applicable,None,0
INV00001534,0,None,Not Applicable,None,0
INV00001535,0,None,Not Applicable,None,0
INV00001536,0,None,Not Applicable,None,0
INV00001537,1,Port clearance,Pending,Plant Manager,1
INV00001538,1,Port clearance,Approved,Plant Manager,1
INV00001539,0,None,Not Applicable,None,0
INV00001540,0,None,Not Applicable,None,0
INV00001541,0,None,Not Applicable,None,0
INV00001542,0,None,Not Applicable,None,0
INV00001543,0,None,Not Applicable,None,0
INV00001544,0,None,Not Applicable,None,0
INV00001545,0,None,Not Applicable,None,0
INV00001546,0,None,Not Applicable,None,0
INV00001547,0,None,Not Applicable,None,0
INV00001548,0,None,Not Applicable,None,0
INV00001549,1,Legal settlement,Approved,Procurement,1
INV00001550,0,None,Not Applicable,None,0
INV00001551,1,Urgent production need,Approved,Business Unit,1
INV00001552,0,None,Not Applicable,None,0
INV00001553,0,None,Not Applicable,None,0
INV00001554,0,None,Not Applicable,None,0
INV00001555,0,None,Not Applicable,None,0
INV00001556,0,None,Not Applicable,None,0
INV00001557,0,None,Not Applicable,None,0
INV00001558,0,None,Not Applicable,None,0
INV00001559,0,None,Not Applicable,None,0
INV00001560,1,Port clearance,Rejected,Procurement,1
INV00001561,0,None,Not Applicable,None,0
INV00001562,0,None,Not Applicable,None,0
INV00001563,0,None,Not Applicable,None,0
INV00001564,0,None,Not Applicable,None,0
INV00001565,0,None,Not Applicable,None,0
INV00001566,0,None,Not Applicable,None,0
INV00001567,0,None,Not Applicable,None,0
INV00001568,0,None,Not Applicable,None,0
INV00001569,0,None,Not Applicable,None,0
INV00001570,0,None,Not Applicable,None,0
INV00001571,0,None,Not Applicable,None,0
INV00001572,0,None,Not Applicable,None,0
INV00001573,0,None,Not Applicable,None,0
INV00001574,0,None,Not Applicable,None,0
INV00001575,0,None,Not Applicable,None,0
INV00001576,0,None,Not Applicable,None,0
INV00001577,0,None,Not Applicable,None,0
INV00001578,0,None,Not Applicable,None,0
INV00001579,0,None,Not Applicable,None,0
INV00001580,0,None,Not Applicable,None,0
INV00001581,0,None,Not Applicable,None,0
INV00001582,0,None,Not Applicable,None,0
INV00001583,0,None,Not Applicable,None,0
INV00001584,0,None,Not Applicable,None,0
INV00001585,0,None,Not Applicable,None,0
INV00001586,0,None,Not Applicable,None,0
INV00001587,0,None,Not Applicable,None,0
INV00001588,0,None,Not Applicable,None,0
INV00001589,0,None,Not Applicable,None,0
INV00001590,0,None,Not Applicable,None,0
INV00001591,0,None,Not Applicable,None,0
INV00001592,0,None,Not Applicable,None,0
INV00001593,0,None,Not Applicable,None,0
INV00001594,0,None,Not Applicable,None,0
INV00001595,1,Legal settlement,Pending,Procurement,1
INV00001596,0,None,Not Applicable,None,0
INV00001597,0,None,Not Applicable,None,0
INV00001598,0,None,Not Applicable,None,0
INV00001599,0,None,Not Applicable,None,0
INV00001600,0,None,Not Applicable,None,0
INV00001601,0,None,Not Applicable,None,0
INV00001602,0,None,Not Applicable,None,0
INV00001603,0,None,Not Applicable,None,0
INV00001604,0,None,Not Applicable,None,0
INV00001605,0,None,Not Applicable,None,0
INV00001606,0,None,Not Applicable,None,0
INV00001607,0,None,Not Applicable,None,0
INV00001608,0,None,Not Applicable,None,0
INV00001609,0,None,Not Applicable,None,0
INV00001610,0,None,Not Applicable,None,0
INV00001611,0,None,Not Applicable,None,0
INV00001612,0,None,Not Applicable,None,0
INV00001613,0,None,Not Applicable,None,0
INV00001614,0,None,Not Applicable,None,0
INV00001615,0,None,Not Applicable,None,0
INV00001616,0,None,Not Applicable,None,0
INV00001617,0,None,Not Applicable,None,0
INV00001618,0,None,Not Applicable,None,0
INV00001619,0,None,Not Applicable,None,0
INV00001620,0,None,Not Applicable,None,0
INV00001621,0,None,Not Applicable,None,0
INV00001622,0,None,Not Applicable,None,0
INV00001623,0,None,Not Applicable,None,0
INV00001624,0,None,Not Applicable,None,0
INV00001625,0,None,Not Applicable,None,0
INV00001626,0,None,Not Applicable,None,0
INV00001627,0,None,Not Applicable,None,0
INV00001628,0,None,Not Applicable,None,0
INV00001629,0,None,Not Applicable,None,0
INV00001630,0,None,Not Applicable,None,0
INV00001631,1,Port clearance,Pending,Business Unit,0
INV00001632,0,None,Not Applicable,None,0
INV00001633,0,None,Not Applicable,None,0
INV00001634,0,None,Not Applicable,None,0
INV00001635,0,None,Not Applicable,None,0
INV00001636,1,Critical supply continuity,Pending,Business Unit,0
INV00001637,1,Critical supply continuity,Rejected,Business Unit,1
INV00001638,0,None,Not Applicable,None,0
INV00001639,1,Port clearance,Approved,Business Unit,1
INV00001640,0,None,Not Applicable,None,0
INV00001641,0,None,Not Applicable,None,0
INV00001642,0,None,Not Applicable,None,0
INV00001643,0,None,Not Applicable,None,0
INV00001644,0,None,Not Applicable,None,0
INV00001645,0,None,Not Applicable,None,0
INV00001646,0,None,Not Applicable,None,0
INV00001647,0,None,Not Applicable,None,0
INV00001648,0,None,Not Applicable,None,0
INV00001649,1,Executive exception,Pending,Finance Lead,1
INV00001650,1,Critical supply continuity,Approved,Plant Manager,0
INV00001651,0,None,Not Applicable,None,0
INV00001652,0,None,Not Applicable,None,0
INV00001653,0,None,Not Applicable,None,0
INV00001654,1,Critical supply continuity,Approved,Business Unit,0
INV00001655,0,None,Not Applicable,None,0
INV00001656,0,None,Not Applicable,None,0
INV00001657,0,None,Not Applicable,None,0
INV00001658,0,None,Not Applicable,None,0
INV00001659,0,None,Not Applicable,None,0
INV00001660,0,None,Not Applicable,None,0
INV00001661,0,None,Not Applicable,None,0
INV00001662,0,None,Not Applicable,None,0
INV00001663,0,None,Not Applicable,None,0
INV00001664,0,None,Not Applicable,None,0
INV00001665,0,None,Not Applicable,None,0
INV00001666,0,None,Not Applicable,None,0
INV00001667,1,Critical supply continuity,Approved,Finance Lead,1
INV00001668,0,None,Not Applicable,None,0
INV00001669,0,None,Not Applicable,None,0
INV00001670,0,None,Not Applicable,None,0
INV00001671,1,Urgent production need,Pending,Business Unit,0
INV00001672,0,None,Not Applicable,None,0
INV00001673,0,None,Not Applicable,None,0
INV00001674,0,None,Not Applicable,None,0
INV00001675,0,None,Not Applicable,None,0
INV00001676,0,None,Not Applicable,None,0
INV00001677,0,None,Not Applicable,None,0
INV00001678,0,None,Not Applicable,None,0
INV00001679,0,None,Not Applicable,None,0
INV00001680,0,None,Not Applicable,None,0
INV00001681,0,None,Not Applicable,None,0
INV00001682,0,None,Not Applicable,None,0
INV00001683,0,None,Not Applicable,None,0
INV00001684,0,None,Not Applicable,None,0
INV00001685,0,None,Not Applicable,None,0
INV00001686,0,None,Not Applicable,None,0
INV00001687,0,None,Not Applicable,None,0
INV00001688,0,None,Not Applicable,None,0
INV00001689,0,None,Not Applicable,None,0
INV00001690,0,None,Not Applicable,None,0
INV00001691,0,None,Not Applicable,None,0
INV00001692,0,None,Not Applicable,None,0
INV00001693,0,None,Not Applicable,None,0
INV00001694,0,None,Not Applicable,None,0
INV00001695,0,None,Not Applicable,None,0
INV00001696,0,None,Not Applicable,None,0
INV00001697,0,None,Not Applicable,None,0
INV00001698,0,None,Not Applicable,None,0
INV00001699,1,Executive exception,Approved,Plant Manager,0
INV00001700,0,None,Not Applicable,None,0
INV00001701,0,None,Not Applicable,None,0
INV00001702,0,None,Not Applicable,None,0
INV00001703,0,None,Not Applicable,None,0
INV00001704,0,None,Not Applicable,None,0
INV00001705,0,None,Not Applicable,None,0
INV00001706,0,None,Not Applicable,None,0
INV00001707,0,None,Not Applicable,None,0
INV00001708,0,None,Not Applicable,None,0
INV00001709,0,None,Not Applicable,None,0
INV00001710,0,None,Not Applicable,None,0
INV00001711,0,None,Not Applicable,None,0
INV00001712,0,None,Not Applicable,None,0
INV00001713,0,None,Not Applicable,None,0
INV00001714,0,None,Not Applicable,None,0
INV00001715,1,Port clearance,Approved,Business Unit,0
INV00001716,0,None,Not Applicable,None,0
INV00001717,0,None,Not Applicable,None,0
INV00001718,0,None,Not Applicable,None,0
INV00001719,0,None,Not Applicable,None,0
INV00001720,1,Executive exception,Approved,Business Unit,1
INV00001721,0,None,Not Applicable,None,0
INV00001722,1,Urgent production need,Rejected,Procurement,1
INV00001723,0,None,Not Applicable,None,0
INV00001724,0,None,Not Applicable,None,0
INV00001725,1,Urgent production need,Approved,Business Unit,0
INV00001726,0,None,Not Applicable,None,0
INV00001727,0,None,Not Applicable,None,0
INV00001728,1,Port clearance,Approved,Finance Lead,1
INV00001729,0,None,Not Applicable,None,0
INV00001730,0,None,Not Applicable,None,0
INV00001731,1,Executive exception,Approved,Business Unit,0
INV00001732,0,None,Not Applicable,None,0
INV00001733,0,None,Not Applicable,None,0
INV00001734,0,None,Not Applicable,None,0
INV00001735,0,None,Not Applicable,None,0
INV00001736,0,None,Not Applicable,None,0
INV00001737,1,Legal settlement,Approved,Finance Lead,0
INV00001738,0,None,Not Applicable,None,0
INV00001739,0,None,Not Applicable,None,0
INV00001740,0,None,Not Applicable,None,0
INV00001741,0,None,Not Applicable,None,0
INV00001742,0,None,Not Applicable,None,0
INV00001743,0,None,Not Applicable,None,0
INV00001744,0,None,Not Applicable,None,0
INV00001745,0,None,Not Applicable,None,0
INV00001746,0,None,Not Applicable,None,0
INV00001747,1,Critical supply continuity,Approved,Business Unit,0
INV00001748,0,None,Not Applicable,None,0
INV00001749,1,Port clearance,Approved,Plant Manager,1
INV00001750,0,None,Not Applicable,None,0
INV00001751,0,None,Not Applicable,None,0
INV00001752,0,None,Not Applicable,None,0
INV00001753,0,None,Not Applicable,None,0
INV00001754,0,None,Not Applicable,None,0
INV00001755,0,None,Not Applicable,None,0
INV00001756,0,None,Not Applicable,None,0
INV00001757,0,None,Not Applicable,None,0
INV00001758,0,None,Not Applicable,None,0
INV00001759,0,None,Not Applicable,None,0
INV00001760,0,None,Not Applicable,None,0
INV00001761,0,None,Not Applicable,None,0
INV00001762,1,Critical supply continuity,Approved,Plant Manager,1
INV00001763,1,Executive exception,Pending,Procurement,1
INV00001764,0,None,Not Applicable,None,0
INV00001765,0,None,Not Applicable,None,0
INV00001766,0,None,Not Applicable,None,0
INV00001767,1,Legal settlement,Pending,Plant Manager,1
INV00001768,0,None,Not Applicable,None,0
INV00001769,0,None,Not Applicable,None,0
INV00001770,0,None,Not Applicable,None,0
INV00001771,0,None,Not Applicable,None,0
INV00001772,0,None,Not Applicable,None,0
INV00001773,0,None,Not Applicable,None,0
INV00001774,0,None,Not Applicable,None,0
INV00001775,0,None,Not Applicable,None,0
INV00001776,0,None,Not Applicable,None,0
INV00001777,0,None,Not Applicable,None,0
INV00001778,0,None,Not Applicable,None,0
INV00001779,1,Urgent production need,Pending,Finance Lead,1
INV00001780,1,Legal settlement,Approved,Plant Manager,1
INV00001781,0,None,Not Applicable,None,0
INV00001782,0,None,Not Applicable,None,0
INV00001783,0,None,Not Applicable,None,0
INV00001784,0,None,Not Applicable,None,0
INV00001785,0,None,Not Applicable,None,0
INV00001786,0,None,Not Applicable,None,0
INV00001787,1,Executive exception,Approved,Plant Manager,1
INV00001788,0,None,Not Applicable,None,0
INV00001789,1,Legal settlement,Pending,Finance Lead,1
INV00001790,0,None,Not Applicable,None,0
INV00001791,0,None,Not Applicable,None,0
INV00001792,0,None,Not Applicable,None,0
INV00001793,0,None,Not Applicable,None,0
INV00001794,0,None,Not Applicable,None,0
INV00001795,0,None,Not Applicable,None,0
INV00001796,0,None,Not Applicable,None,0
INV00001797,0,None,Not Applicable,None,0
INV00001798,0,None,Not Applicable,None,0
INV00001799,0,None,Not Applicable,None,0
INV00001800,0,None,Not Applicable,None,0
INV00001801,0,None,Not Applicable,None,0
INV00001802,1,Executive exception,Pending,Procurement,1
INV00001803,0,None,Not Applicable,None,0
INV00001804,0,None,Not Applicable,None,0
INV00001805,0,None,Not Applicable,None,0
INV00001806,0,None,Not Applicable,None,0
INV00001807,0,None,Not Applicable,None,0
INV00001808,0,None,Not Applicable,None,0
INV00001809,0,None,Not Applicable,None,0
INV00001810,0,None,Not Applicable,None,0
INV00001811,0,None,Not Applicable,None,0
INV00001812,1,Critical supply continuity,Approved,Business Unit,1
INV00001813,0,None,Not Applicable,None,0
INV00001814,1,Port clearance,Approved,Procurement,1
INV00001815,0,None,Not Applicable,None,0
INV00001816,0,None,Not Applicable,None,0
INV00001817,0,None,Not Applicable,None,0
INV00001818,1,Critical supply continuity,Approved,Business Unit,1
INV00001819,1,Port clearance,Approved,Procurement,0
INV00001820,0,None,Not Applicable,None,0
INV00001821,1,Port clearance,Approved,Plant Manager,0
INV00001822,1,Executive exception,Approved,Procurement,1
INV00001823,0,None,Not Applicable,None,0
INV00001824,0,None,Not Applicable,None,0
INV00001825,0,None,Not Applicable,None,0
INV00001826,0,None,Not Applicable,None,0
INV00001827,0,None,Not Applicable,None,0
INV00001828,0,None,Not Applicable,None,0
INV00001829,0,None,Not Applicable,None,0
INV00001830,0,None,Not Applicable,None,0
INV00001831,0,None,Not Applicable,None,0
INV00001832,0,None,Not Applicable,None,0
INV00001833,0,None,Not Applicable,None,0
INV00001834,0,None,Not Applicable,None,0
INV00001835,0,None,Not Applicable,None,0
INV00001836,1,Executive exception,Pending,Finance Lead,0
INV00001837,0,None,Not Applicable,None,0
INV00001838,1,Urgent production need,Pending,Finance Lead,1
INV00001839,0,None,Not Applicable,None,0
INV00001840,0,None,Not Applicable,None,0
INV00001841,0,None,Not Applicable,None,0
INV00001842,1,Port clearance,Approved,Procurement,1
INV00001843,0,None,Not Applicable,None,0
INV00001844,0,None,Not Applicable,None,0
INV00001845,0,None,Not Applicable,None,0
INV00001846,0,None,Not Applicable,None,0
INV00001847,0,None,Not Applicable,None,0
INV00001848,0,None,Not Applicable,None,0
INV00001849,0,None,Not Applicable,None,0
INV00001850,0,None,Not Applicable,None,0
INV00001851,0,None,Not Applicable,None,0
INV00001852,1,Legal settlement,Approved,Finance Lead,1
INV00001853,1,Executive exception,Approved,Finance Lead,1
INV00001854,0,None,Not Applicable,None,0
INV00001855,0,None,Not Applicable,None,0
INV00001856,0,None,Not Applicable,None,0
INV00001857,0,None,Not Applicable,None,0
INV00001858,0,None,Not Applicable,None,0
INV00001859,0,None,Not Applicable,None,0
INV00001860,0,None,Not Applicable,None,0
INV00001861,0,None,Not Applicable,None,0
INV00001862,1,Critical supply continuity,Approved,Procurement,0
INV00001863,0,None,Not Applicable,None,0
INV00001864,0,None,Not Applicable,None,0
INV00001865,0,None,Not Applicable,None,0
INV00001866,0,None,Not Applicable,None,0
INV00001867,0,None,Not Applicable,None,0
INV00001868,0,None,Not Applicable,None,0
INV00001869,1,Urgent production need,Pending,Plant Manager,0
INV00001870,0,None,Not Applicable,None,0
INV00001871,0,None,Not Applicable,None,0
INV00001872,0,None,Not Applicable,None,0
INV00001873,0,None,Not Applicable,None,0
INV00001874,1,Port clearance,Approved,Business Unit,1
INV00001875,0,None,Not Applicable,None,0
INV00001876,0,None,Not Applicable,None,0
INV00001877,0,None,Not Applicable,None,0
INV00001878,0,None,Not Applicable,None,0
INV00001879,0,None,Not Applicable,None,0
INV00001880,0,None,Not Applicable,None,0
INV00001881,0,None,Not Applicable,None,0
INV00001882,0,None,Not Applicable,None,0
INV00001883,0,None,Not Applicable,None,0
INV00001884,0,None,Not Applicable,None,0
INV00001885,0,None,Not Applicable,None,0
INV00001886,0,None,Not Applicable,None,0
INV00001887,0,None,Not Applicable,None,0
INV00001888,0,None,Not Applicable,None,0
INV00001889,0,None,Not Applicable,None,0
INV00001890,0,None,Not Applicable,None,0
INV00001891,0,None,Not Applicable,None,0
INV00001892,1,Legal settlement,Approved,Business Unit,1
INV00001893,0,None,Not Applicable,None,0
INV00001894,0,None,Not Applicable,None,0
INV00001895,0,None,Not Applicable,None,0
INV00001896,1,Executive exception,Approved,Procurement,0
INV00001897,0,None,Not Applicable,None,0
INV00001898,0,None,Not Applicable,None,0
INV00001899,0,None,Not Applicable,None,0
INV00001900,0,None,Not Applicable,None,0
INV00001901,0,None,Not Applicable,None,0
INV00001902,0,None,Not Applicable,None,0
INV00001903,0,None,Not Applicable,None,0
INV00001904,0,None,Not Applicable,None,0
INV00001905,0,None,Not Applicable,None,0
INV00001906,0,None,Not Applicable,None,0
INV00001907,1,Urgent production need,Pending,Procurement,1
INV00001908,0,None,Not Applicable,None,0
INV00001909,0,None,Not Applicable,None,0
INV00001910,0,None,Not Applicable,None,0
INV00001911,0,None,Not Applicable,None,0
