po_id,vendor_id,po_payment_term,po_amount,po_date,buying_team
PO0000475,V00032,60,49751.31,2025-02-04,Nutrition
PO0000476,V00262,90,38603.66,2025-08-03,Beauty
PO0000477,V00177,60,44822.76,2025-02-26,Home Care
PO0000478,V00347,30,41368.92,2026-02-06,Corporate
PO0000479,V00281,30,50025.81,2025-11-17,Home Care
PO0000480,V00036,60,125084.12,2026-01-15,Foods
PO0000481,V00353,45,14726.72,2025-09-11,Foods
PO0000482,V00209,60,30006.54,2025-06-16,Home Care
PO0000483,V00238,30,70730.05,2025-06-29,Ice Cream
PO0000484,V00406,30,60402.57,2026-02-02,Corporate
PO0000485,V00269,60,59307.72,2025-03-05,Foods
PO0000486,V00010,90,416874.56,2026-01-07,Ice Cream
PO0000487,V00075,60,67644.09,2025-06-27,Beauty
PO0000488,V00180,60,104956.07,2025-09-05,Home Care
PO0000489,V00016,30,30914.75,2025-10-08,Home Care
PO0000490,V00071,60,17257.89,2025-02-04,Beauty
PO0000491,V00333,30,30724.95,2025-03-04,Foods
PO0000492,V00060,30,73509.22,2025-03-09,Foods
PO0000493,V00071,60,56715.55,2025-11-24,Ice Cream
PO0000494,V00212,60,56543.39,2025-02-02,Beauty
PO0000495,V00039,60,33450.01,2025-09-14,Beauty
PO0000496,V00108,90,29210.04,2025-02-15,Foods
PO0000497,V00394,45,34445.08,2025-11-19,Foods
PO0000498,V00266,90,74295.39,2026-02-15,Foods
PO0000499,V00405,60,82011.79,2025-06-23,Home Care
PO0000500,V00149,30,17063.46,2025-03-31,Foods
PO0000501,V00259,30,76725.64,2025-07-06,Beauty
PO0000502,V00101,60,23083.81,2025-10-18,Beauty
PO0000503,V00160,30,59789.38,2025-11-02,Beauty
PO0000504,V00074,30,34092.38,2025-09-25,Foods
PO0000505,V00350,60,151891.28,2025-09-02,Foods
PO0000506,V00078,60,28131.26,2025-09-23,Corporate
PO0000507,V00086,60,46714.98,2025-04-02,Nutrition
PO0000508,V00195,30,67211.81,2025-03-28,Foods
PO0000509,V00181,90,19094.11,2026-01-26,Beauty
PO0000510,V00132,30,37724.74,2025-09-01,Home Care
PO0000511,V00150,45,31997.17,2025-12-28,Corporate
PO0000512,V00124,90,25932.66,2025-09-20,Corporate
PO0000513,V00384,90,27618.34,2025-07-11,Nutrition
PO0000514,V00244,30,103281.38,2025-08-28,Foods
PO0000515,V00387,60,24130.5,2025-10-18,Home Care
PO0000516,V00415,90,64954.79,2025-03-20,Home Care
PO0000517,V00274,30,52438.99,2025-07-14,Ice Cream
PO0000518,V00347,30,12241.25,2025-10-31,Corporate
PO0000519,V00047,60,62398.34,2025-02-06,Beauty
PO0000520,V00399,90,12070.43,2025-01-31,Ice Cream
PO0000521,V00203,90,68451.32,2025-03-09,Beauty
PO0000522,V00300,90,26079.04,2025-09-06,Beauty
PO0000523,V00104,60,40421.3,2025-04-11,Beauty
PO0000524,V00041,45,13357.88,2025-07-03,Nutrition
PO0000525,V00372,30,44534.75,2025-02-26,Home Care
PO0000526,V00189,60,88248.14,2025-04-16,Nutrition
PO0000527,V00059,60,20212.96,2025-01-08,Nutrition
PO0000528,V00277,60,23954.42,2025-12-06,Home Care
PO0000529,V00023,60,59067.01,2025-07-15,Corporate
PO0000530,V00190,45,60335.48,2025-03-15,Foods
PO0000531,V00296,30,5069.25,2025-08-10,Corporate
PO0000532,V00303,30,222591.92,2026-01-27,Foods
PO0000533,V00191,45,62898.05,2025-12-13,Home Care
PO0000534,V00156,45,72575.37,2026-01-07,Nutrition
PO0000535,V00353,45,35524.95,2025-06-20,Nutrition
PO0000536,V00078,90,8291.2,2025-06-01,Beauty
PO0000537,V00032,60,71218.92,2025-05-13,Corporate
PO0000538,V00066,30,24824.6,2025-05-09,Foods
PO0000539,V00337,30,63725.62,2026-01-22,Nutrition
PO0000540,V00198,30,33323.53,2025-02-27,Ice Cream
PO0000541,V00016,30,49135.32,2025-12-24,Beauty
PO0000542,V00071,60,20769.75,2026-01-20,Corporate
PO0000543,V00012,60,83677.93,2025-12-21,Nutrition
PO0000544,V00343,30,14616.08,2025-09-21,Foods
PO0000545,V00194,90,270691.21,2025-12-26,Foods
PO0000546,V00029,60,268943.43,2025-01-14,Foods
PO0000547,V00093,30,160780.39,2025-12-10,Home Care
PO0000548,V00259,30,118676.57,2025-08-03,Home Care
PO0000549,V00250,30,37351.71,2026-02-07,Nutrition
PO0000550,V00345,90,108181.4,2025-02-06,Nutrition
PO0000551,V00011,90,36984.34,2026-01-26,Foods
PO0000552,V00030,30,10716.18,2025-08-29,Home Care
PO0000553,V00015,90,144021.98,2025-02-13,Nutrition
PO0000554,V00166,60,104767.7,2025-08-02,Corporate
PO0000555,V00306,30,39079.83,2025-01-16,Beauty
PO0000556,V00279,60,14165.91,2025-02-04,Foods
PO0000557,V00089,45,24385.15,2025-08-12,Foods
PO0000558,V00277,60,8535.82,2025-12-09,Home Care
PO0000559,V00276,45,89618.65,2025-02-15,Home Care
PO0000560,V00081,60,10272.11,2025-04-21,Home Care
PO0000561,V00315,90,51215.95,2025-06-14,Foods
PO0000562,V00178,60,19591.69,2025-08-16,Home Care
PO0000563,V00025,30,11935.85,2025-01-01,Beauty
PO0000564,V00165,90,49148.51,2025-09-26,Home Care
PO0000565,V00324,45,30220.34,2025-07-29,Foods
PO0000566,V00293,60,81835.04,2026-02-09,Nutrition
PO0000567,V00113,30,13664.21,2025-05-07,Home Care
PO0000568,V00318,30,21084.27,2025-07-27,Beauty
PO0000569,V00164,30,5273.79,2025-02-04,Corporate
PO0000570,V00194,90,6268.58,2026-01-21,Nutrition
PO0000571,V00037,90,185065.21,2025-12-17,Foods
PO0000572,V00419,30,235875.29,2025-05-30,Foods
PO0000573,V00353,60,43426.16,2025-07-13,Foods
PO0000574,V00082,60,19925.3,2025-12-27,Ice Cream
PO0000575,V00236,30,31142.18,2025-05-05,Home Care
PO0000576,V00328,45,84333.81,2025-04-10,Home Care
PO0000577,V00212,60,25919.98,2025-04-12,Ice Cream
PO0000578,V00089,45,49118.39,2025-10-25,Ice Cream
PO0000579,V00407,60,39702.02,2025-03-30,Foods
PO0000580,V00113,30,24748.23,2025-02-07,Foods
PO0000581,V00141,30,25661.22,2025-03-11,Nutrition
PO0000582,V00157,90,51499.26,2026-02-19,Corporate
PO0000583,V00375,30,17494.56,2026-01-02,Corporate
PO0000584,V00211,45,58922.01,2026-02-05,Corporate
PO0000585,V00303,90,26880.54,2025-04-27,Home Care
PO0000586,V00379,60,44723.85,2025-07-05,Nutrition
PO0000587,V00390,90,130140.27,2025-07-26,Corporate
PO0000588,V00360,60,34788.31,2025-08-09,Corporate
PO0000589,V00382,30,87713.73,2025-01-12,Foods
PO0000590,V00399,60,8749.68,2025-09-09,Foods
PO0000591,V00417,60,26908.34,2025-01-17,Home Care
PO0000592,V00271,60,41090.63,2025-04-26,Ice Cream
PO0000593,V00056,30,205835.19,2025-05-03,Corporate
PO0000594,V00048,90,7585.86,2025-10-11,Beauty
PO0000595,V00335,60,36983.3,2026-01-12,Nutrition
PO0000596,V00133,30,138439.06,2025-10-21,Corporate
PO0000597,V00338,90,20593.54,2025-07-02,Corporate
PO0000598,V00393,90,33492.84,2025-08-09,Beauty
PO0000599,V00271,30,53208.75,2025-08-04,Beauty
PO0000600,V00322,90,46949.71,2025-03-04,Beauty
PO0000601,V00118,30,151888.94,2026-02-07,Nutrition
PO0000602,V00183,60,58759.18,2026-01-22,Nutrition
PO0000603,V00406,90,124070.71,2025-04-11,Home Care
PO0000604,V00344,30,29554.55,2025-02-18,Foods
PO0000605,V00086,60,21387.32,2025-03-11,Ice Cream
PO0000606,V00394,45,33128.04,2025-09-22,Nutrition
PO0000607,V00210,60,14984.36,2025-01-13,Home Care
PO0000608,V00355,30,60535.48,2025-02-13,Beauty
PO0000609,V00220,60,28911.76,2025-09-30,Ice Cream
PO0000610,V00254,60,22674.12,2025-03-03,Ice Cream
PO0000611,V00068,30,61319.9,2025-01-29,Ice Cream
PO0000612,V00143,60,15181.63,2025-01-09,Corporate
PO0000613,V00304,90,77259.63,2025-10-24,Beauty
PO0000614,V00354,60,26726.56,2025-06-02,Ice Cream
PO0000615,V00038,45,107498.48,2025-04-30,Corporate
PO0000616,V00033,60,28743.68,2025-09-26,Beauty
PO0000617,V00292,60,68673.81,2025-03-13,Beauty
PO0000618,V00188,30,46752.73,2025-08-08,Foods
PO0000619,V00357,60,75532.37,2025-07-23,Home Care
PO0000620,V00029,30,44066.49,2025-10-11,Foods
PO0000621,V00147,60,9760.63,2025-09-20,Nutrition
PO0000622,V00015,30,94605.84,2025-10-11,Foods
PO0000623,V00298,30,37252.32,2025-03-31,Nutrition
PO0000624,V00361,30,78518.43,2025-02-28,Ice Cream
PO0000625,V00066,30,72164.93,2025-08-13,Corporate
PO0000626,V00137,30,20799.79,2025-01-25,Home Care
PO0000627,V00356,60,18442.7,2025-07-10,Home Care
PO0000628,V00018,45,70056.11,2025-09-20,Beauty
PO0000629,V00400,30,31015.37,2025-12-11,Ice Cream
PO0000630,V00373,30,88962.03,2025-10-02,Beauty
PO0000631,V00065,30,34493.6,2026-02-22,Foods
PO0000632,V00059,45,95788.54,2025-08-22,Corporate
PO0000633,V00291,90,57515.45,2025-07-07,Nutrition
PO0000634,V00005,60,51265.78,2025-04-14,Foods
PO0000635,V00213,30,29204.86,2025-10-10,Ice Cream
PO0000636,V00028,30,48901.51,2025-12-07,Beauty
PO0000637,V00224,30,110627.59,2025-05-15,Beauty
PO0000638,V00148,30,38327.27,2025-02-01,Home Care
PO0000639,V00297,45,63038.33,2025-01-05,Nutrition
PO0000640,V00370,90,41747.97,2025-09-23,Foods
PO0000641,V00206,30,44618.93,2025-10-06,Home Care
PO0000642,V00270,30,173667.73,2025-02-20,Corporate
PO0000643,V00253,90,111465.51,2025-01-10,Home Care
PO0000644,V00414,60,42937.17,2025-10-02,Foods
PO0000645,V00097,30,48160.09,2025-06-17,Home Care
PO0000646,V00101,60,22101.71,2025-06-25,Nutrition
PO0000647,V00159,60,34647.27,2025-04-21,Corporate
PO0000648,V00310,45,52207.85,2025-10-29,Ice Cream
PO0000649,V00364,30,82703.86,2025-11-09,Foods
PO0000650,V00117,45,75874.64,2025-01-22,Nutrition
PO0000651,V00047,60,15632.85,2025-02-07,Nutrition
PO0000652,V00256,30,92082.05,2025-08-22,Ice Cream
PO0000653,V00251,30,37217.8,2025-09-11,Corporate
PO0000654,V00158,45,17344.96,2025-03-02,Nutrition
PO0000655,V00078,60,124982.25,2025-03-08,Beauty
PO0000656,V00357,60,139216.72,2025-10-14,Home Care
PO0000657,V00356,60,50220.82,2025-07-10,Ice Cream
PO0000658,V00314,45,73311.63,2025-02-20,Home Care
PO0000659,V00244,45,77059.4,2025-09-14,Ice Cream
PO0000660,V00110,90,131453.22,2025-01-31,Nutrition
PO0000661,V00170,30,74522.64,2025-04-07,Foods
PO0000662,V00029,30,12983.89,2025-10-27,Ice Cream
PO0000663,V00105,30,221535.16,2025-04-04,Foods
PO0000664,V00190,60,99290.82,2025-01-27,Ice Cream
PO0000665,V00184,60,26027.38,2026-02-08,Home Care
PO0000666,V00034,30,16727.66,2025-04-05,Beauty
PO0000667,V00403,30,61641.55,2025-08-05,Corporate
PO0000668,V00113,30,31681.21,2025-12-13,Beauty
PO0000669,V00214,30,53129.95,2026-02-20,Foods
PO0000670,V00196,30,75500.59,2025-12-07,Home Care
PO0000671,V00198,30,24798.15,2025-05-23,Nutrition
PO0000672,V00355,30,15542.11,2025-12-25,Foods
PO0000673,V00314,30,55711.71,2025-01-06,Home Care
PO0000674,V00365,30,25504.76,2025-05-17,Home Care
PO0000675,V00160,30,45441.52,2025-03-25,Corporate
PO0000676,V00112,60,12812.45,2025-08-10,Foods
PO0000677,V00180,60,32391.29,2026-01-10,Foods
PO0000678,V00236,30,73696.39,2025-11-21,Ice Cream
PO0000679,V00142,30,67174.07,2026-02-24,Beauty
PO0000680,V00194,90,20535.2,2025-02-27,Nutrition
PO0000681,V00064,30,14868.13,2025-11-12,Beauty
PO0000682,V00246,60,40676.23,2025-11-01,Ice Cream
PO0000683,V00300,30,64658.7,2025-07-11,Foods
PO0000684,V00222,60,56635.93,2025-02-10,Nutrition
PO0000685,V00367,90,25969.14,2025-02-13,Ice Cream
PO0000686,V00419,30,51696.78,2026-01-19,Foods
PO0000687,V00381,60,143918.46,2025-05-04,Beauty
PO0000688,V00040,60,47780.5,2025-09-25,Foods
PO0000689,V00370,60,10014.85,2026-02-02,Foods
PO0000690,V00141,30,47701.6,2025-07-27,Nutrition
PO0000691,V00190,45,228059.86,2025-03-30,Home Care
PO0000692,V00174,90,13436.33,2025-07-23,Nutrition
PO0000693,V00120,60,41161.8,2025-04-07,Beauty
PO0000694,V00369,60,33110.8,2025-03-18,Nutrition
PO0000695,V00268,90,43542.84,2025-12-07,Ice Cream
PO0000696,V00407,45,47340.16,2025-05-26,Ice Cream
PO0000697,V00401,45,105765.13,2025-10-15,Nutrition
PO0000698,V00177,30,43133.96,2025-11-02,Nutrition
PO0000699,V00306,30,118856.32,2025-08-19,Nutrition
PO0000700,V00211,90,36315.24,2025-08-16,Nutrition
PO0000701,V00208,30,29803.58,2025-03-17,Home Care
PO0000702,V00311,30,22724.4,2025-08-11,Nutrition
PO0000703,V00290,45,8565.31,2025-11-12,Corporate
PO0000704,V00383,60,50737.18,2025-03-24,Nutrition
PO0000705,V00325,45,230015.1,2025-04-08,Ice Cream
PO0000706,V00262,30,59248.76,2025-10-17,Foods
PO0000707,V00387,60,71950.61,2026-02-17,Home Care
PO0000708,V00044,30,28252.11,2025-06-14,Foods
PO0000709,V00321,30,32608.12,2025-12-14,Foods
PO0000710,V00165,90,92683.46,2025-03-18,Home Care
PO0000711,V00182,60,221325.47,2025-08-28,Home Care
PO0000712,V00329,60,142166.72,2026-02-01,Ice Cream
PO0000713,V00115,30,79575.21,2025-07-05,Corporate
PO0000714,V00372,30,41352.08,2025-08-01,Nutrition
PO0000715,V00210,45,47966.64,2025-03-07,Home Care
PO0000716,V00147,60,21152.61,2025-08-10,Home Care
PO0000717,V00138,45,11720.06,2025-09-03,Nutrition
PO0000718,V00177,60,15401.52,2026-02-17,Beauty
PO0000719,V00396,60,41870.22,2025-03-26,Corporate
PO0000720,V00044,90,31313.56,2025-06-03,Nutrition
PO0000721,V00214,30,11510.04,2025-09-29,Nutrition
PO0000722,V00351,30,38881.55,2026-02-01,Beauty
PO0000723,V00199,30,30617.72,2025-04-10,Ice Cream
PO0000724,V00238,30,14810.3,2025-10-19,Nutrition
PO0000725,V00147,60,29300.15,2026-01-05,Foods
PO0000726,V00058,30,30552.14,2025-09-23,Beauty
PO0000727,V00269,90,23762.37,2025-06-29,Ice Cream
PO0000728,V00387,30,88227.12,2025-04-09,Home Care
PO0000729,V00219,60,7962.78,2025-05-01,Nutrition
PO0000730,V00182,60,7421.01,2025-01-22,Home Care
PO0000731,V00055,30,40247.09,2025-03-05,Corporate
PO0000732,V00397,60,43551.88,2025-07-03,Beauty
PO0000733,V00366,30,56589.73,2025-03-01,Home Care
PO0000734,V00379,30,25383.95,2025-01-05,Foods
PO0000735,V00151,30,18393.72,2025-10-18,Beauty
PO0000736,V00263,30,39886.02,2025-01-30,Beauty
PO0000737,V00182,60,27574.83,2025-03-01,Nutrition
PO0000738,V00099,30,150003.02,2025-09-08,Home Care
PO0000739,V00087,30,30467.23,2026-01-23,Beauty
PO0000740,V00162,45,38360.85,2025-11-01,Beauty
PO0000741,V00233,60,329096.21,2025-01-14,Ice Cream
PO0000742,V00052,60,34011.49,2025-03-12,Nutrition
PO0000743,V00295,30,64391.27,2025-11-07,Corporate
PO0000744,V00193,90,69519.53,2025-11-04,Foods
PO0000745,V00371,30,74734.07,2025-06-14,Corporate
PO0000746,V00118,30,51331.72,2026-02-03,Home Care
PO0000747,V00022,30,47323.61,2026-01-09,Nutrition
PO0000748,V00132,30,43707.9,2025-11-09,Foods
PO0000749,V00409,60,24597.63,2025-11-11,Ice Cream
PO0000750,V00136,30,52928.17,2025-11-26,Corporate
PO0000751,V00296,30,225111.02,2025-03-04,Foods
PO0000752,V00355,45,112316.9,2025-10-22,Nutrition
PO0000753,V00120,30,51965.24,2026-01-30,Foods
PO0000754,V00270,45,83071.36,2025-04-05,Corporate
PO0000755,V00086,60,19171.89,2025-01-07,Nutrition
PO0000756,V00153,45,32162.76,2025-06-01,Corporate
PO0000757,V00125,30,89829.83,2025-04-24,Corporate
PO0000758,V00283,30,142072.41,2026-02-03,Beauty
PO0000759,V00368,30,20842.8,2025-07-07,Home Care
PO0000760,V00107,30,26607.54,2025-10-05,Nutrition
PO0000761,V00123,90,256316.79,2026-02-17,Beauty
PO0000762,V00345,90,43556.84,2025-11-28,Beauty
PO0000763,V00195,30,189067.18,2025-11-11,Foods
PO0000764,V00216,45,47850.11,2026-02-11,Corporate
PO0000765,V00297,30,49476.51,2025-10-17,Beauty
PO0000766,V00058,60,30956.33,2025-04-08,Home Care
PO0000767,V00367,60,89426.46,2025-11-02,Home Care
PO0000768,V00154,30,127275.7,2025-05-16,Home Care
PO0000769,V00277,60,16651.38,2025-05-19,Nutrition
PO0000770,V00182,60,29745.02,2025-09-28,Corporate
PO0000771,V00317,30,87362.09,2025-05-13,Ice Cream
PO0000772,V00257,90,35949.97,2025-01-11,Corporate
PO0000773,V00073,60,26386.88,2026-02-24,Foods
PO0000774,V00079,30,94666.06,2025-08-28,Corporate
PO0000775,V00369,60,102532.51,2025-10-09,Foods
PO0000776,V00219,60,27386.47,2025-12-06,Foods
PO0000777,V00116,30,48074.71,2025-09-24,Foods
PO0000778,V00061,30,14368.54,2025-09-14,Beauty
PO0000779,V00054,30,18747.98,2025-11-29,Corporate
PO0000780,V00387,60,44602.29,2025-05-05,Beauty
PO0000781,V00411,60,41220.7,2025-12-14,Nutrition
PO0000782,V00166,30,17644.08,2025-11-01,Home Care
PO0000783,V00085,45,21838.33,2025-03-18,Foods
PO0000784,V00176,30,16231.55,2025-03-03,Home Care
PO0000785,V00058,60,59089.05,2026-01-05,Beauty
PO0000786,V00231,30,7536.45,2026-01-11,Beauty
PO0000787,V00263,30,16986.25,2026-02-22,Ice Cream
PO0000788,V00414,60,8237.89,2025-02-12,Nutrition
PO0000789,V00134,45,57306.4,2026-01-12,Ice Cream
PO0000790,V00084,45,8670.45,2025-12-29,Beauty
PO0000791,V00057,45,41232.0,2025-11-19,Nutrition
PO0000792,V00159,60,161715.75,2025-07-29,Nutrition
PO0000793,V00253,90,166444.78,2025-08-02,Beauty
PO0000794,V00028,60,8647.09,2025-06-30,Corporate
PO0000795,V00319,30,51722.5,2025-01-13,Corporate
PO0000796,V00194,60,17315.8,2025-07-30,Ice Cream
PO0000797,V00334,30,14557.1,2025-04-10,Beauty
PO0000798,V00195,30,36444.67,2025-03-26,Home Care
PO0000799,V00066,30,114010.69,2025-01-24,Home Care
PO0000800,V00010,60,66816.81,2025-07-12,Beauty
PO0000801,V00234,30,21853.8,2025-01-21,Beauty
PO0000802,V00227,30,73077.73,2025-12-23,Foods
PO0000803,V00342,30,5960.13,2026-01-09,Foods
PO0000804,V00369,90,21162.71,2025-12-03,Nutrition
PO0000805,V00068,30,19924.24,2025-05-07,Foods
PO0000806,V00133,30,42897.66,2025-03-10,Home Care
PO0000807,V00088,60,33779.06,2025-07-31,Home Care
PO0000808,V00045,45,35587.49,2025-10-10,Foods
PO0000809,V00002,30,34595.83,2025-01-09,Nutrition
PO0000810,V00035,60,40906.58,2025-12-26,Corporate
PO0000811,V00221,30,63520.08,2025-07-04,Ice Cream
PO0000812,V00064,30,45566.65,2025-12-11,Nutrition
PO0000813,V00082,90,31517.59,2025-02-02,Beauty
PO0000814,V00050,45,56471.2,2025-06-28,Corporate
PO0000815,V00305,30,81000.05,2025-07-12,Nutrition
PO0000816,V00267,45,25018.68,2025-01-21,Home Care
PO0000817,V00405,60,38158.65,2025-10-25,Nutrition
PO0000818,V00047,60,107755.56,2026-01-27,Corporate
PO0000819,V00088,60,15719.44,2025-08-16,Ice Cream
PO0000820,V00192,30,186092.08,2025-06-16,Beauty
PO0000821,V00273,60,12857.96,2025-09-25,Beauty
PO0000822,V00055,30,29924.72,2025-06-01,Beauty
PO0000823,V00089,45,17896.11,2025-06-01,Beauty
PO0000824,V00178,60,257748.08,2025-11-15,Corporate
PO0000825,V00008,60,26164.33,2025-09-06,Beauty
PO0000826,V00167,30,26220.19,2025-04-21,Corporate
PO0000827,V00319,30,29285.96,2025-06-21,Beauty
PO0000828,V00222,60,43532.47,2025-12-17,Home Care
PO0000829,V00183,90,30358.28,2025-08-11,Ice Cream
PO0000830,V00205,90,35848.11,2025-02-01,Foods
PO0000831,V00398,45,1998.54,2025-12-26,Beauty
PO0000832,V00219,60,42132.97,2025-11-08,Beauty
PO0000833,V00225,60,40746.92,2025-04-23,Foods
PO0000834,V00391,30,97030.78,2026-02-10,Nutrition
PO0000835,V00067,60,122112.96,2026-02-04,Ice Cream
PO0000836,V00041,45,34215.98,2026-02-23,Corporate
PO0000837,V00189,60,80321.67,2025-06-08,Corporate
PO0000838,V00134,90,15735.37,2026-01-23,Home Care
PO0000839,V00086,45,77052.4,2025-12-05,Nutrition
PO0000840,V00051,30,24671.29,2026-01-01,Foods
PO0000841,V00369,60,14661.89,2025-08-18,Home Care
PO0000842,V00259,45,34277.68,2025-04-28,Ice Cream
PO0000843,V00291,90,131979.46,2025-04-06,Home Care
PO0000844,V00050,45,46810.12,2026-02-10,Nutrition
PO0000845,V00144,60,143202.49,2025-07-31,Corporate
PO0000846,V00261,30,21238.63,2026-01-25,Home Care
PO0000847,V00222,30,97799.37,2025-08-21,Beauty
PO0000848,V00292,60,23055.6,2025-08-13,Ice Cream
PO0000849,V00282,30,48607.32,2025-01-31,Corporate
PO0000850,V00174,45,48251.41,2025-06-18,Corporate
PO0000851,V00329,60,70422.49,2025-08-22,Nutrition
PO0000852,V00110,30,49668.66,2025-02-15,Beauty
PO0000853,V00034,30,21411.71,2025-03-10,Beauty
PO0000854,V00384,45,84817.82,2025-09-06,Ice Cream
PO0000855,V00010,60,174889.23,2025-04-15,Home Care
PO0000856,V00120,60,24434.88,2025-10-22,Ice Cream
PO0000857,V00049,30,8434.22,2025-07-13,Corporate
PO0000858,V00098,60,61354.37,2025-06-19,Ice Cream
PO0000859,V00166,60,30287.69,2025-02-19,Home Care
PO0000860,V00055,30,35902.51,2025-06-20,Corporate
PO0000861,V00197,60,64392.41,2025-08-16,Home Care
PO0000862,V00390,90,27229.78,2025-08-29,Ice Cream
PO0000863,V00058,60,31935.57,2025-04-24,Foods
PO0000864,V00390,60,36860.6,2025-01-12,Ice Cream
PO0000865,V00173,90,139985.04,2026-01-28,Home Care
PO0000866,V00249,45,41173.87,2026-02-07,Foods
PO0000867,V00186,60,14040.17,2026-01-15,Beauty
PO0000868,V00133,30,14523.21,2025-05-02,Nutrition
PO0000869,V00046,60,45177.09,2025-09-11,Beauty
PO0000870,V00250,60,15367.13,2025-03-01,Foods
PO0000871,V00385,30,10636.45,2026-01-16,Foods
PO0000872,V00219,60,68885.82,2025-01-03,Foods
PO0000873,V00252,45,71813.2,2025-07-17,Home Care
PO0000874,V00271,30,29351.06,2025-12-26,Home Care
PO0000875,V00164,30,51514.08,2025-11-01,Ice Cream
PO0000876,V00051,90,47094.12,2025-12-29,Ice Cream
PO0000877,V00213,30,66973.78,2025-07-28,Ice Cream
PO0000878,V00365,90,67106.58,2025-02-10,Corporate
PO0000879,V00132,30,4381.21,2025-01-04,Beauty
PO0000880,V00367,60,32714.57,2025-03-05,Nutrition
PO0000881,V00359,60,62331.27,2025-01-25,Foods
PO0000882,V00103,30,28314.01,2025-07-08,Corporate
PO0000883,V00242,60,41389.08,2025-01-22,Home Care
PO0000884,V00314,30,75970.09,2025-03-19,Home Care
PO0000885,V00208,30,42992.74,2025-06-26,Foods
PO0000886,V00294,90,144600.71,2025-11-06,Ice Cream
PO0000887,V00383,60,104604.13,2025-10-11,Home Care
PO0000888,V00264,45,36287.2,2025-01-25,Corporate
PO0000889,V00352,30,33916.63,2026-01-15,Beauty
PO0000890,V00337,30,3558.96,2025-08-19,Home Care
PO0000891,V00342,30,30408.37,2025-05-27,Corporate
PO0000892,V00358,30,12704.63,2025-06-10,Nutrition
PO0000893,V00095,30,48438.25,2025-12-23,Nutrition
PO0000894,V00008,60,45703.95,2025-07-15,Ice Cream
PO0000895,V00065,30,72509.83,2025-04-14,Corporate
PO0000896,V00105,60,131553.63,2025-06-28,Beauty
PO0000897,V00290,90,39248.6,2025-01-29,Nutrition
PO0000898,V00215,30,278828.97,2025-03-06,Ice Cream
PO0000899,V00197,60,48902.5,2025-05-13,Home Care
PO0000900,V00004,90,13178.16,2025-04-03,Beauty
PO0000901,V00288,60,24890.44,2025-05-27,Ice Cream
PO0000902,V00153,45,29236.27,2025-01-28,Foods
PO0000903,V00320,30,66390.42,2025-09-14,Nutrition
PO0000904,V00048,90,17940.89,2025-02-18,Beauty
PO0000905,V00125,30,31154.7,2025-04-02,Home Care
PO0000906,V00023,45,35000.43,2026-02-15,Beauty
PO0000907,V00120,90,27421.9,2025-01-03,Home Care
PO0000908,V00388,60,79993.69,2025-04-28,Home Care
PO0000909,V00207,60,69225.4,2025-07-30,Beauty
PO0000910,V00185,30,108183.28,2025-05-09,Corporate
PO0000911,V00115,30,30291.69,2025-05-15,Nutrition
PO0000912,V00112,60,111541.1,2025-02-23,Home Care
PO0000913,V00281,30,12589.3,2025-06-27,Foods
PO0000914,V00414,60,12331.02,2025-11-14,Corporate
PO0000915,V00314,90,14303.63,2025-09-04,Nutrition
PO0000916,V00310,45,40450.32,2026-01-24,Ice Cream
PO0000917,V00199,30,111526.93,2025-10-21,Ice Cream
PO0000918,V00042,30,24056.95,2025-11-28,Foods
PO0000919,V00304,90,26763.94,2025-07-01,Home Care
PO0000920,V00340,45,33402.46,2025-09-15,Beauty
PO0000921,V00215,30,65310.23,2025-08-31,Ice Cream
PO0000922,V00039,60,26742.74,2025-12-08,Corporate
PO0000923,V00300,90,25504.13,2025-07-30,Ice Cream
PO0000924,V00387,30,12789.94,2025-06-19,Ice Cream
PO0000925,V00095,45,24687.12,2025-01-30,Nutrition
PO0000926,V00067,60,109189.75,2025-12-27,Corporate
PO0000927,V00311,30,43359.76,2025-07-02,Foods
PO0000928,V00140,45,21399.52,2025-12-02,Beauty
PO0000929,V00301,45,114774.24,2025-10-12,Beauty
PO0000930,V00296,30,24405.62,2025-01-01,Nutrition
PO0000931,V00112,60,134183.33,2025-10-01,Home Care
PO0000932,V00018,45,132331.57,2025-07-24,Nutrition
PO0000933,V00234,30,42091.87,2025-04-11,Home Care
PO0000934,V00172,45,11228.75,2025-04-22,Corporate
PO0000935,V00360,60,280990.33,2025-09-25,Nutrition
PO0000936,V00151,30,55780.78,2025-02-06,Foods
PO0000937,V00105,30,30476.04,2025-09-12,Corporate
PO0000938,V00362,90,90464.13,2025-12-22,Corporate
PO0000939,V00310,90,72908.27,2025-02-06,Foods
PO0000940,V00260,30,122307.98,2025-01-04,Home Care
PO0000941,V00401,30,22856.81,2025-01-26,Corporate
PO0000942,V00329,60,52612.15,2025-11-03,Corporate
PO0000943,V00364,90,14647.29,2025-12-23,Home Care
PO0000944,V00336,30,70712.97,2026-02-20,Ice Cream
PO0000945,V00169,30,39359.65,2025-01-13,Foods
PO0000946,V00027,90,50963.14,2025-07-22,Ice Cream
PO0000947,V00256,30,35440.22,2025-01-21,Ice Cream
PO0000948,V00322,30,32424.17,2025-06-05,Home Care
PO0000949,V00417,90,19187.29,2025-05-10,Beauty
PO0000950,V00287,60,78579.46,2025-09-12,Nutrition
PO0000951,V00239,60,142379.09,2026-01-17,Home Care
