invoice_id,vendor_id,po_id,contract_id,processor_id,market,currency,invoice_date,invoice_receipt_date,invoice_amount,invoice_payment_term,invoice_priority,approval_status,scenario_label
INV00001345,V00241,PO0000169,CT000241,P0063,South Africa,GBP,2025-08-13,2025-08-15,5701.45,30,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001346,V00172,PO0000934,CT000172,P0009,Brazil,GBP,2025-09-02,2025-09-04,14098.44,45,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001347,V00109,PO0001093,CT000109,P0036,India,USD,2025-04-24,2025-04-29,3656.81,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001348,V00029,PO0001006,CT000029,P0055,India,GBP,2025-11-02,2025-11-09,25727.43,30,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001349,V00090,PO0000440,CT000090,P0032,Brazil,EUR,2025-06-14,2025-06-16,11957.69,30,Medium,Pending,NORMAL_ON_TIME
INV00001350,V00385,PO0001005,CT000385,P0044,UK,ZAR,2025-12-14,2025-12-21,9902.1,45,Critical,Pending,NORMAL_ON_TIME
INV00001351,V00382,PO0000465,CT000382,P0044,Mexico,INR,2026-02-24,2026-03-02,19093.43,30,Low,Approved,NORMAL_ON_TIME
INV00001352,V00312,PO0000028,CT000312,P0072,UK,IDR,2026-01-24,2026-01-24,15055.68,30,High,Approved,NORMAL_ON_TIME
INV00001353,V00043,PO0001052,CT000043,P0090,Indonesia,MXN,2025-10-15,2025-10-17,14165.35,60,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00001354,V00221,PO0000811,CT000221,P0090,USA,ZAR,2025-11-23,2025-11-26,12895.12,60,Medium,Rejected,REPEAT_VENDOR_PATTERN
INV00001355,V00054,PO0000052,CT000054,P0008,Germany,INR,2026-01-29,2026-02-03,15973.24,30,Medium,Rejected,NORMAL_ON_TIME
INV00001356,V00287,PO0000950,CT000287,P0067,India,USD,2026-03-23,2026-03-24,23396.34,60,Medium,Pending,NORMAL_ON_TIME
INV00001357,V00015,PO0000182,CT000015,P0066,UK,BRL,2025-11-26,2025-11-29,20514.12,45,Medium,Approved,NORMAL_ON_TIME
INV00001358,V00120,PO0000856,CT000120,P0078,Germany,ZAR,2026-02-20,2026-02-20,53275.06,60,Critical,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001359,V00052,PO0000154,CT000052,P0039,India,GBP,2026-03-16,2026-03-16,9190.96,60,Critical,Pending,CORA_SAP_SYSTEM_ERROR
INV00001360,V00393,PO0000310,CT000393,P0046,Brazil,USD,2025-03-22,2025-03-25,20952.9,90,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001361,V00239,PO0000060,CT000239,P0012,India,IDR,2025-08-17,2025-08-22,1322338.66,45,Critical,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00001362,V00388,PO0000061,CT000388,P0034,Mexico,BRL,2025-06-12,2025-06-15,15630.8,30,Medium,Approved,AUDIT_GAP_EARLY_RELEASE
INV00001363,V00009,PO0000071,CT000009,P0023,India,EUR,2026-03-09,2026-03-12,16280.3,60,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00001364,V00311,PO0000124,CT000311,P0058,Brazil,USD,2025-12-05,2025-12-08,4330.53,90,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00001365,V00202,PO0000228,CT000202,P0002,Mexico,BRL,2026-02-08,2026-02-13,7716.6,60,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00001366,V00197,PO0000861,CT000197,P0068,Germany,EUR,2025-06-09,2025-06-14,14593.27,60,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00001367,V00367,PO0000685,CT000367,P0076,Indonesia,EUR,2026-01-19,2026-01-23,28570.39,60,High,Approved,LOW_RISK_STANDARD_PROCESS
INV00001368,V00020,PO0000955,CT000020,P0021,Germany,GBP,2025-02-06,2025-02-06,32261.23,45,Critical,Approved,PAYMENT_TERM_MISMATCH
INV00001369,V00397,PO0001131,CT000397,P0020,South Africa,INR,2026-03-04,2026-03-04,22984.78,60,Low,Approved,NORMAL_ON_TIME
INV00001370,V00012,PO0000113,CT000012,P0046,Mexico,MXN,2025-04-15,2025-04-17,37960.56,45,High,Pending,NORMAL_ON_TIME
INV00001371,V00153,PO0000902,CT000153,P0077,India,INR,2025-08-28,2025-08-29,5714.09,30,Medium,Approved,NORMAL_ON_TIME
INV00001372,V00059,PO0000632,CT000059,P0011,India,MXN,2025-11-22,2025-11-26,27265.09,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00001373,V00220,PO0000155,CT000220,P0041,UK,BRL,2025-12-04,2025-12-09,16548.0,90,Low,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001374,V00251,PO0000008,CT000251,P0020,Germany,INR,2025-04-07,2025-04-09,18604.16,30,Medium,Approved,NORMAL_ON_TIME
INV00001375,V00270,PO0000754,CT000270,P0077,India,BRL,2025-09-10,2025-09-13,11154.13,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001376,V00336,PO0000086,CT000336,P0080,Germany,EUR,2025-08-30,2025-08-31,5998.82,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00001377,V00316,PO0000088,CT000316,P0008,USA,ZAR,2025-12-20,2025-12-23,4555.49,30,Medium,Pending,PAYMENT_TERM_MISMATCH
INV00001378,V00399,PO0000520,CT000399,P0014,UK,GBP,2025-05-26,2025-05-29,22849.98,60,High,Approved,NORMAL_ON_TIME
INV00001379,V00189,PO0000837,CT000189,P0015,Indonesia,ZAR,2025-12-14,2025-12-14,27522.09,60,Low,Approved,NORMAL_ON_TIME
INV00001380,V00074,PO0000063,CT000074,P0074,USA,IDR,2025-10-08,2025-10-13,14242.01,30,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00001381,V00066,PO0000011,CT000066,P0082,Brazil,GBP,2025-12-12,2025-12-14,16065.76,30,Low,Pending,CORA_SAP_SYSTEM_ERROR
INV00001382,V00116,PO0001065,CT000116,P0034,South Africa,INR,2026-02-03,2026-02-08,7660.09,45,Low,Approved,PAYMENT_TERM_MISMATCH
INV00001383,V00254,PO0000610,CT000254,P0015,USA,USD,2025-07-14,2025-07-19,27673.07,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00001384,V00023,PO0000906,CT000023,P0064,Mexico,BRL,2025-07-16,2025-07-17,121870.64,60,High,Pending,HIGH_VALUE_MANUAL_OVERRIDE
INV00001385,V00402,PO0000134,CT000402,P0081,Mexico,USD,2025-12-29,2026-01-05,11115.61,45,High,Approved,NORMAL_ON_TIME
INV00001386,V00416,PO0000403,CT000416,P0082,USA,IDR,2025-12-22,2025-12-22,40513.38,45,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00001387,V00070,PO0001230,CT000070,P0041,UK,EUR,2026-02-03,2026-02-07,32121.16,45,Medium,Pending,AUDIT_GAP_EARLY_RELEASE
INV00001388,V00328,PO0001028,CT000328,P0071,Brazil,EUR,2025-09-08,2025-09-14,3253.02,45,Low,Approved,NORMAL_ON_TIME
INV00001389,V00251,PO0000008,CT000251,P0087,Germany,EUR,2025-10-17,2025-10-21,17181.84,45,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00001390,V00202,PO0000228,CT000202,P0075,Mexico,USD,2025-01-27,2025-01-31,5966.12,45,Medium,Approved,NORMAL_ON_TIME
INV00001391,V00309,PO0000974,CT000309,P0043,USA,ZAR,2025-07-26,2025-07-29,18892.07,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001392,V00242,PO0000952,CT000242,P0024,Indonesia,ZAR,2025-04-23,2025-04-23,596.19,45,Low,Approved,NORMAL_ON_TIME
INV00001393,V00136,PO0000750,CT000136,P0034,India,ZAR,2026-01-24,2026-01-29,20070.4,60,Low,Rejected,CORA_SAP_SYSTEM_ERROR
INV00001394,V00237,PO0000348,CT000237,P0033,UK,IDR,2025-02-25,2025-03-04,34460.98,30,High,Approved,PAYMENT_TERM_MISMATCH
INV00001395,V00058,PO0000387,CT000058,P0089,Brazil,EUR,2025-12-21,2025-12-27,14525.62,60,Medium,Approved,NORMAL_ON_TIME
INV00001396,V00107,PO0000760,CT000107,P0066,UK,MXN,2026-01-16,2026-01-16,4803.24,90,Low,Pending,NORMAL_ON_TIME
INV00001397,V00409,PO0000749,CT000409,P0078,India,MXN,2025-08-02,2025-08-03,127285.62,60,Medium,Pending,LOW_RISK_STANDARD_PROCESS
INV00001398,V00078,PO0000655,CT000078,P0070,Germany,EUR,2025-11-01,2025-11-07,54926.9,60,High,Approved,NORMAL_ON_TIME
INV00001399,V00252,PO0000873,CT000252,P0043,South Africa,MXN,2025-09-21,2025-09-26,9343.03,45,Low,Approved,LOW_RISK_STANDARD_PROCESS
INV00001400,V00125,PO0000905,CT000125,P0067,India,ZAR,2025-11-10,2025-11-12,123455.68,30,Critical,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00001401,V00196,PO0000290,CT000196,P0058,USA,INR,2025-11-09,2025-11-10,2038.39,60,Critical,Approved,NORMAL_ON_TIME
INV00001402,V00104,PO0000523,CT000104,P0067,Mexico,BRL,2025-04-26,2025-04-29,26824.49,60,High,Pending,LOW_RISK_STANDARD_PROCESS
INV00001403,V00239,PO0000951,CT000239,P0028,India,MXN,2025-11-10,2025-11-10,3874.99,45,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001404,V00235,PO0000232,CT000235,P0021,Mexico,GBP,2026-02-15,2026-02-15,32849.23,60,Low,Approved,NORMAL_ON_TIME
INV00001405,V00260,PO0000940,CT000260,P0017,Germany,ZAR,2025-05-22,2025-05-22,47917.64,30,Medium,Pending,NORMAL_ON_TIME
INV00001406,V00130,PO0000136,CT000130,P0067,Brazil,GBP,2025-05-20,2025-05-26,15157.08,45,High,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001407,V00244,PO0000659,CT000244,P0089,Brazil,ZAR,2025-05-14,2025-05-14,5336.49,45,Medium,Rejected,CORA_SAP_SYSTEM_ERROR
INV00001408,V00307,PO0000183,CT000307,P0085,UK,EUR,2026-02-19,2026-02-23,60564.7,30,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00001409,V00303,PO0000307,CT000303,P0014,Brazil,IDR,2026-02-08,2026-02-10,16354.82,30,Low,Approved,LOW_RISK_STANDARD_PROCESS
INV00001410,V00239,PO0000951,CT000239,P0050,India,BRL,2025-06-08,2025-06-14,17995.67,45,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00001411,V00150,PO0000511,CT000150,P0085,India,GBP,2026-03-03,2026-03-04,6135.76,90,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00001412,V00224,PO0000637,CT000224,P0068,Mexico,INR,2025-12-13,2025-12-20,19984.39,60,Medium,Pending,PAYMENT_TERM_MISMATCH
INV00001413,V00095,PO0000471,CT000095,P0056,USA,EUR,2025-07-02,2025-07-02,13186.41,30,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00001414,V00400,PO0000629,CT000400,P0054,UK,IDR,2026-01-11,2026-01-17,4044.4,30,Medium,Rejected,NORMAL_ON_TIME
INV00001415,V00159,PO0000792,CT000159,P0030,Indonesia,ZAR,2026-02-20,2026-02-21,66635.44,60,Medium,Pending,AUDIT_GAP_EARLY_RELEASE
INV00001416,V00136,PO0000750,CT000136,P0084,India,BRL,2026-01-31,2026-01-31,103474.59,90,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00001417,V00315,PO0000561,CT000315,P0008,UK,GBP,2025-08-03,2025-08-03,47529.81,90,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00001418,V00267,PO0000125,CT000267,P0072,USA,IDR,2025-04-09,2025-04-15,40630.52,45,Critical,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001419,V00180,PO0000677,CT000180,P0079,Indonesia,INR,2025-03-18,2025-03-20,104126.25,60,Low,Approved,AUDIT_GAP_EARLY_RELEASE
INV00001420,V00001,PO0000243,CT000001,P0024,Indonesia,ZAR,2026-01-12,2026-01-15,5432.35,60,Medium,Pending,LOW_RISK_STANDARD_PROCESS
INV00001421,V00297,PO0000156,CT000297,P0001,Mexico,GBP,2025-11-30,2025-12-06,5364.3,45,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001422,V00310,PO0000939,CT000310,P0064,India,BRL,2025-11-19,2025-11-21,10560.61,45,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001423,V00391,PO0000834,CT000391,P0072,Germany,INR,2025-01-21,2025-01-25,22309.04,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001424,V00212,PO0000494,CT000212,P0012,Brazil,ZAR,2026-03-16,2026-03-18,12001.0,60,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001425,V00217,PO0000226,CT000217,P0007,India,USD,2025-02-21,2025-02-21,5591.53,60,Medium,Approved,NORMAL_ON_TIME
INV00001426,V00088,PO0000819,CT000088,P0040,UK,BRL,2025-09-22,2025-09-29,16414.81,60,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00001427,V00194,PO0000339,CT000194,P0025,South Africa,MXN,2026-03-05,2026-03-07,14778.09,90,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00001428,V00001,PO0000243,CT000001,P0064,Indonesia,GBP,2025-04-21,2025-04-27,39473.71,60,Low,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001429,V00211,PO0000584,CT000211,P0052,Indonesia,BRL,2025-08-24,2025-08-27,17098.86,90,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001430,V00297,PO0000639,CT000297,P0030,Mexico,GBP,2026-01-18,2026-01-24,2208.81,30,Critical,Approved,PAYMENT_TERM_MISMATCH
INV00001431,V00331,PO0001025,CT000331,P0019,Indonesia,INR,2025-05-02,2025-05-03,24458.71,60,Low,Approved,PAYMENT_TERM_MISMATCH
INV00001432,V00279,PO0000556,CT000279,P0027,South Africa,ZAR,2025-02-16,2025-02-20,85894.46,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00001433,V00339,PO0000008,CT000339,P0037,India,GBP,2025-08-07,2025-08-09,16820.84,30,Medium,Approved,NORMAL_ON_TIME
INV00001434,V00280,PO0000436,CT000280,P0061,South Africa,EUR,2025-12-28,2026-01-04,45995.85,30,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00001435,V00217,PO0000226,CT000217,P0014,India,BRL,2025-09-21,2025-09-23,9600.98,60,Medium,Rejected,REPEAT_VENDOR_PATTERN
INV00001436,V00184,PO0001116,CT000184,P0090,USA,INR,2025-07-21,2025-07-27,29555.84,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00001437,V00368,PO0001121,CT000368,P0064,Germany,MXN,2025-10-18,2025-10-21,7466.5,30,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00001438,V00269,PO0000727,CT000269,P0012,India,USD,2025-01-24,2025-01-27,12596.52,60,Medium,Approved,AUDIT_GAP_EARLY_RELEASE
INV00001439,V00241,PO0000098,CT000241,P0029,South Africa,ZAR,2025-06-08,2025-06-13,145181.46,30,Critical,Approved,LOW_RISK_STANDARD_PROCESS
INV00001440,V00240,PO0000119,CT000240,P0064,India,IDR,2026-02-04,2026-02-09,26917.3,30,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001441,V00329,PO0000712,CT000329,P0046,Germany,MXN,2025-06-26,2025-06-29,6868.05,60,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001442,V00101,PO0001170,CT000101,P0048,Mexico,INR,2026-03-16,2026-03-16,3504.74,60,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001443,V00134,PO0000789,CT000134,P0004,USA,INR,2025-09-08,2025-09-08,26732.03,90,Medium,Approved,NORMAL_ON_TIME
INV00001444,V00218,PO0001091,CT000218,P0037,India,GBP,2026-03-01,2026-03-05,25697.57,45,Medium,Rejected,NORMAL_ON_TIME
INV00001445,V00272,PO0000367,CT000272,P0056,USA,MXN,2025-10-13,2025-10-13,18363.33,60,Medium,Pending,NORMAL_ON_TIME
INV00001446,V00217,PO0000226,CT000217,P0068,India,USD,2025-07-10,2025-07-14,43457.24,60,High,Approved,CORA_SAP_SYSTEM_ERROR
INV00001447,V00084,PO0001156,CT000084,P0041,India,BRL,2026-02-24,2026-03-03,13190.2,45,Critical,Approved,NORMAL_ON_TIME
INV00001448,V00346,PO0000039,CT000346,P0050,Indonesia,GBP,2025-05-03,2025-05-09,21925.75,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00001449,V00230,PO0000208,CT000230,P0020,India,IDR,2025-06-28,2025-07-03,11300.31,30,Critical,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001450,V00183,PO0000829,CT000183,P0072,Brazil,ZAR,2025-11-25,2025-11-27,12437.33,90,Medium,Pending,LOW_RISK_STANDARD_PROCESS
INV00001451,V00369,PO0001011,CT000369,P0063,USA,IDR,2026-02-02,2026-02-07,23323.75,90,High,Approved,PAYMENT_TERM_MISMATCH
INV00001452,V00184,PO0001116,CT000184,P0067,USA,USD,2025-03-29,2025-03-30,176299.58,60,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00001453,V00068,PO0000611,CT000068,P0061,USA,INR,2026-03-28,2026-04-04,35575.5,30,High,Approved,NORMAL_ON_TIME
INV00001454,V00414,PO0001233,CT000414,P0089,Mexico,USD,2025-07-15,2025-07-15,29028.68,45,Medium,Rejected,AUDIT_GAP_EARLY_RELEASE
INV00001455,V00161,PO0000227,CT000161,P0080,India,INR,2025-06-04,2025-06-08,36758.01,60,Medium,Pending,PAYMENT_TERM_MISMATCH
INV00001456,V00376,PO0000047,CT000376,P0064,India,EUR,2025-02-28,2025-03-03,1386.91,45,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001457,V00218,PO0000046,CT000218,P0041,India,IDR,2025-01-13,2025-01-13,22814.16,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001458,V00102,PO0001046,CT000102,P0007,Indonesia,BRL,2025-09-11,2025-09-12,42446.4,30,Medium,Pending,NORMAL_ON_TIME
INV00001459,V00159,PO0000792,CT000159,P0072,Indonesia,GBP,2025-10-02,2025-10-07,17830.18,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001460,V00383,PO0000704,CT000383,P0071,Indonesia,MXN,2025-02-12,2025-02-16,15594.37,60,Medium,Approved,NORMAL_ON_TIME
INV00001461,V00397,PO0000732,CT000397,P0081,South Africa,IDR,2026-02-16,2026-02-17,45397.09,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001462,V00058,PO0000387,CT000058,P0059,Brazil,IDR,2025-09-05,2025-09-06,10351.84,60,High,Approved,NORMAL_ON_TIME
INV00001463,V00415,PO0000516,CT000415,P0052,India,GBP,2025-01-25,2025-01-30,6801.03,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001464,V00359,PO0000019,CT000359,P0009,Brazil,GBP,2026-01-18,2026-01-23,46605.89,30,Medium,Approved,NORMAL_ON_TIME
INV00001465,V00273,PO0000821,CT000273,P0051,India,BRL,2025-03-31,2025-04-03,78964.3,60,High,Pending,NORMAL_ON_TIME
INV00001466,V00077,PO0000151,CT000077,P0055,USA,MXN,2025-11-03,2025-11-03,124469.92,45,Low,Approved,NORMAL_ON_TIME
INV00001467,V00247,PO0001003,CT000247,P0012,Germany,MXN,2025-11-04,2025-11-04,6684.23,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001468,V00179,PO0001228,CT000179,P0068,Mexico,MXN,2026-01-04,2026-01-05,8088.24,90,Medium,Approved,NORMAL_ON_TIME
INV00001469,V00053,PO0000069,CT000053,P0031,Indonesia,USD,2026-01-04,2026-01-04,7426.58,45,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001470,V00414,PO0000788,CT000414,P0018,Mexico,ZAR,2026-03-25,2026-03-29,5599.97,60,High,Rejected,LOW_RISK_STANDARD_PROCESS
INV00001471,V00254,PO0000337,CT000254,P0040,USA,EUR,2025-02-09,2025-02-12,5695.67,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001472,V00041,PO0000022,CT000041,P0040,UK,USD,2025-06-16,2025-06-17,9496.99,45,Medium,Approved,NORMAL_ON_TIME
INV00001473,V00144,PO0000845,CT000144,P0052,Brazil,BRL,2025-06-15,2025-06-19,271329.29,60,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00001474,V00353,PO0001109,CT000353,P0049,Brazil,INR,2025-06-21,2025-06-26,7679.22,45,Medium,Pending,NORMAL_ON_TIME
INV00001475,V00186,PO0000997,CT000186,P0057,Germany,USD,2025-04-19,2025-04-20,49302.71,60,Medium,Approved,NORMAL_ON_TIME
INV00001476,V00208,PO0000701,CT000208,P0038,Germany,EUR,2025-04-17,2025-04-22,68585.83,30,Medium,Approved,NORMAL_ON_TIME
INV00001477,V00060,PO0000492,CT000060,P0074,India,EUR,2026-03-16,2026-03-16,22012.18,45,Medium,Approved,NORMAL_ON_TIME
INV00001478,V00047,PO0000519,CT000047,P0079,UK,INR,2026-02-13,2026-02-17,59313.21,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001479,V00411,PO0000781,CT000411,P0044,Germany,IDR,2025-11-07,2025-11-10,3907.59,60,Medium,Pending,NORMAL_ON_TIME
INV00001480,V00180,PO0000677,CT000180,P0016,Indonesia,IDR,2025-09-10,2025-09-10,9080.68,60,Low,Approved,REPEAT_VENDOR_PATTERN
INV00001481,V00041,PO0000524,CT000041,P0026,UK,USD,2025-08-05,2025-08-11,19908.21,45,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001482,V00231,PO0000786,CT000231,P0070,India,EUR,2025-11-07,2025-11-08,20627.82,30,Medium,Approved,NORMAL_ON_TIME
INV00001483,V00287,PO0000950,CT000287,P0024,India,BRL,2026-01-28,2026-02-03,73181.22,60,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001484,V00370,PO0000640,CT000370,P0071,Mexico,MXN,2025-07-13,2025-07-15,5717.07,60,Medium,Approved,NORMAL_ON_TIME
INV00001485,V00236,PO0000575,CT000236,P0060,South Africa,USD,2025-09-02,2025-09-07,9285.38,30,Medium,Pending,NORMAL_ON_TIME
INV00001486,V00366,PO0000733,CT000366,P0041,UK,GBP,2026-02-20,2026-02-25,14924.62,45,Medium,Approved,NORMAL_ON_TIME
INV00001487,V00051,PO0000876,CT000051,P0012,USA,USD,2026-02-19,2026-02-22,9465.89,30,Medium,Pending,NORMAL_ON_TIME
INV00001488,V00007,PO0001242,CT000007,P0049,Indonesia,INR,2025-04-15,2025-04-20,5460.21,60,Low,Pending,NORMAL_ON_TIME
INV00001489,V00196,PO0000967,CT000196,P0041,USA,INR,2025-04-19,2025-04-22,63230.9,60,High,Pending,HIGH_VALUE_MANUAL_OVERRIDE
INV00001490,V00112,PO0000292,CT000112,P0052,USA,EUR,2025-04-03,2025-04-07,12609.39,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001491,V00036,PO0001108,CT000036,P0075,USA,ZAR,2025-01-13,2025-01-14,74601.93,30,High,Approved,REPEAT_VENDOR_PATTERN
INV00001492,V00142,PO0000679,CT000142,P0018,Brazil,MXN,2025-11-12,2025-11-15,5590.12,30,Medium,Approved,NORMAL_ON_TIME
INV00001493,V00171,PO0000444,CT000171,P0038,USA,BRL,2025-07-15,2025-07-16,38405.03,45,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00001494,V00225,PO0000204,CT000225,P0048,USA,MXN,2025-01-15,2025-01-18,62052.87,90,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00001495,V00404,PO0001163,CT000404,P0067,India,GBP,2025-04-03,2025-04-03,9525.96,60,Medium,Pending,NORMAL_ON_TIME
INV00001496,V00031,PO0000006,CT000031,P0021,Indonesia,ZAR,2025-08-31,2025-09-03,21437.3,90,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00001497,V00233,PO0000741,CT000233,P0031,Mexico,INR,2026-01-16,2026-01-22,29873.68,60,Medium,Approved,NORMAL_ON_TIME
INV00001498,V00164,PO0000569,CT000164,P0073,India,INR,2025-10-29,2025-10-31,25123.4,30,High,Pending,LOW_RISK_STANDARD_PROCESS
INV00001499,V00016,PO0000489,CT000016,P0030,USA,BRL,2025-08-31,2025-09-03,17787.48,45,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00001500,V00343,PO0000544,CT000343,P0056,South Africa,BRL,2025-03-26,2025-04-01,8000.29,30,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00001501,V00384,PO0000854,CT000384,P0036,Brazil,BRL,2025-05-12,2025-05-12,32714.69,90,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001502,V00073,PO0001075,CT000073,P0006,South Africa,MXN,2025-12-22,2025-12-27,11012.86,60,Critical,Approved,LOW_RISK_STANDARD_PROCESS
INV00001503,V00320,PO0001024,CT000320,P0047,Mexico,GBP,2025-12-18,2025-12-22,16815.96,30,Low,Approved,NORMAL_ON_TIME
INV00001504,V00295,PO0000743,CT000295,P0033,South Africa,IDR,2026-01-31,2026-02-02,19625.97,60,Medium,Approved,AUDIT_GAP_EARLY_RELEASE
INV00001505,V00297,PO0000156,CT000297,P0024,Mexico,EUR,2025-08-28,2025-08-30,40086.25,45,Medium,Pending,NORMAL_ON_TIME
INV00001506,V00194,PO0000076,CT000194,P0078,South Africa,EUR,2025-05-05,2025-05-09,123542.22,90,Medium,Pending,NORMAL_ON_TIME
INV00001507,V00135,PO0000175,CT000135,P0070,Germany,INR,2025-08-17,2025-08-20,7520.03,30,Medium,Approved,NORMAL_ON_TIME
INV00001508,V00185,PO0000910,CT000185,P0025,Indonesia,BRL,2026-02-12,2026-02-15,17243.72,30,Critical,Approved,REPEAT_VENDOR_PATTERN
INV00001509,V00015,PO0001080,CT000015,P0072,UK,IDR,2025-03-24,2025-03-29,24738.3,45,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00001510,V00075,PO0001171,CT000075,P0065,India,EUR,2026-01-21,2026-01-24,77305.01,60,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00001511,V00222,PO0000356,CT000222,P0072,Brazil,MXN,2026-03-29,2026-04-04,164203.73,60,Critical,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00001512,V00060,PO0000492,CT000060,P0009,India,BRL,2026-01-09,2026-01-11,11912.44,30,Low,Pending,NORMAL_ON_TIME
INV00001513,V00033,PO0000616,CT000033,P0049,USA,BRL,2025-10-27,2025-11-01,17237.41,60,High,Pending,REPEAT_VENDOR_PATTERN
INV00001514,V00261,PO0000846,CT000261,P0084,India,IDR,2025-07-06,2025-07-10,18176.81,30,Medium,Approved,NORMAL_ON_TIME
INV00001515,V00145,PO0000428,CT000145,P0084,Brazil,IDR,2026-01-24,2026-01-31,7567.13,30,High,Approved,LOW_RISK_STANDARD_PROCESS
INV00001516,V00037,PO0000571,CT000037,P0041,India,INR,2025-03-15,2025-03-18,56804.38,30,High,Approved,NORMAL_ON_TIME
INV00001517,V00218,PO0001091,CT000218,P0064,India,INR,2025-12-12,2025-12-13,32111.73,45,Low,Approved,AUDIT_GAP_EARLY_RELEASE
INV00001518,V00388,PO0000061,CT000388,P0045,Mexico,EUR,2025-07-02,2025-07-05,37174.52,30,Critical,Approved,REPEAT_VENDOR_PATTERN
